mode,sample_id,control,score
25d,train__c11__user18__6-2-3,same_action_other_trial,0.7623482379077036
25d,train__c11__user18__6-2-3,different_action,0.755418076522433
25d,train__c11__user18__6-2-3,time_shuffle,0.7673942405956676
25d,train__c11__user18__6-2-3,left_right_swap,0.7093267549532245
25d,train__c11__user18__7-2-1,positive_same_trial,0.8251831880472815
25d,train__c11__user18__7-2-1,same_action_other_trial,0.8235002132220528
25d,train__c11__user18__7-2-1,different_action,0.7726774434858795
25d,train__c11__user18__7-2-1,time_shuffle,0.8248860743729592
25d,train__c11__user18__7-2-1,left_right_swap,0.7795525284815102
25d,train__c11__user18__7-2-2,positive_same_trial,0.7778771966542325
25d,train__c11__user18__7-2-2,same_action_other_trial,0.7580398499659383
25d,train__c11__user18__7-2-2,different_action,0.7469914332161713
25d,train__c11__user18__7-2-2,time_shuffle,0.7779720570527959
25d,train__c11__user18__7-2-2,left_right_swap,0.7350630688165382
25d,train__c11__user18__7-2-3,positive_same_trial,0.8055536212515149
25d,train__c11__user18__7-2-3,same_action_other_trial,0.7562133628892082
25d,train__c11__user18__7-2-3,different_action,0.7218520340395864
25d,train__c11__user18__7-2-3,time_shuffle,0.8005964703231769
25d,train__c11__user18__7-2-3,left_right_swap,0.753233926646835
25d,train__c12__user18__3-1-1,positive_same_trial,0.6828635749975938
25d,train__c12__user18__3-1-1,same_action_other_trial,0.6706180102486569
25d,train__c12__user18__3-1-1,different_action,0.651924274852986
25d,train__c12__user18__3-1-1,time_shuffle,0.6776815604644446
25d,train__c12__user18__3-1-1,left_right_swap,0.629299572436648
25d,train__c12__user18__3-1-2,positive_same_trial,0.6246614054223286
25d,train__c12__user18__3-1-2,same_action_other_trial,0.6109142300969553
25d,train__c12__user18__3-1-2,different_action,0.5864482943440008
25d,train__c12__user18__3-1-2,time_shuffle,0.6178131162740783
25d,train__c12__user18__3-1-2,left_right_swap,0.5553355027673305
25d,train__c12__user18__3-1-3,positive_same_trial,0.7551645498610863
25d,train__c12__user18__3-1-3,same_action_other_trial,0.7542839100099618
25d,train__c12__user18__3-1-3,different_action,0.7216471170048071
25d,train__c12__user18__3-1-3,time_shuffle,0.7549634085268359
25d,train__c12__user18__3-1-3,left_right_swap,0.6795418863797601
25d,train__c13__user18__3-1-1,positive_same_trial,0.6878469680638646
25d,train__c13__user18__3-1-1,same_action_other_trial,0.6685780487516207
25d,train__c13__user18__3-1-1,different_action,0.6670554073894072
25d,train__c13__user18__3-1-1,time_shuffle,0.6838267556815397
25d,train__c13__user18__3-1-1,left_right_swap,0.609694566813399
25d,train__c13__user18__3-1-2,positive_same_trial,0.683886213540035
25d,train__c13__user18__3-1-2,same_action_other_trial,0.6763675169706083
25d,train__c13__user18__3-1-2,different_action,0.6676275060257411
25d,train__c13__user18__3-1-2,time_shuffle,0.680905102752091
25d,train__c13__user18__3-1-2,left_right_swap,0.5988591496971282
25d,train__c13__user18__3-1-3,positive_same_trial,0.7152993628456695
25d,train__c13__user18__3-1-3,same_action_other_trial,0.7008123122702825
25d,train__c13__user18__3-1-3,different_action,0.6631821263125534
25d,train__c13__user18__3-1-3,time_shuffle,0.7079347362712408
25d,train__c13__user18__3-1-3,left_right_swap,0.6012068769811668
25d,train__c14__user18__3-2-1,positive_same_trial,0.7800228382279799
25d,train__c14__user18__3-2-1,same_action_other_trial,0.7765987652341777
25d,train__c14__user18__3-2-1,different_action,0.7719514395818667
25d,train__c14__user18__3-2-1,time_shuffle,0.7796898017782309
25d,train__c14__user18__3-2-1,left_right_swap,0.7646371173346515
25d,train__c14__user18__3-2-2,positive_same_trial,0.7861615885163825
25d,train__c14__user18__3-2-2,same_action_other_trial,0.7804540812627144
25d,train__c14__user18__3-2-2,different_action,0.7147460733036091
25d,train__c14__user18__3-2-2,time_shuffle,0.7856333130465586
25d,train__c14__user18__3-2-2,left_right_swap,0.7291806196029029
25d,train__c14__user18__3-2-3,positive_same_trial,0.8293216606842574
25d,train__c14__user18__3-2-3,same_action_other_trial,0.8322307300231098
25d,train__c14__user18__3-2-3,different_action,0.805942354834431
25d,train__c14__user18__3-2-3,time_shuffle,0.8292532995346088
25d,train__c14__user18__3-2-3,left_right_swap,0.8109778552982579
25d,train__c15__user18__2-2-1,positive_same_trial,0.8091003978784342
25d,train__c15__user18__2-2-1,same_action_other_trial,0.6936581694362308
25d,train__c15__user18__2-2-1,different_action,0.7377005456942985
25d,train__c15__user18__2-2-1,time_shuffle,0.8083929853362696
25d,train__c15__user18__2-2-1,left_right_swap,0.7411458421404007
25d,train__c15__user18__2-2-2,positive_same_trial,0.8136603504075042
25d,train__c15__user18__2-2-2,same_action_other_trial,0.6940502472446476
25d,train__c15__user18__2-2-2,different_action,0.7177785418089443
25d,train__c15__user18__2-2-2,time_shuffle,0.8121458752243962
25d,train__c15__user18__2-2-2,left_right_swap,0.7325644118117784
25d,train__c15__user18__2-2-3,positive_same_trial,0.7924699139850607
25d,train__c15__user18__2-2-3,same_action_other_trial,0.7655491526929155
25d,train__c15__user18__2-2-3,different_action,0.7040316170014119
25d,train__c15__user18__2-2-3,time_shuffle,0.7915266775416927
25d,train__c15__user18__2-2-3,left_right_swap,0.7189073417264548
25d,train__c15__user18__3-3-1,positive_same_trial,0.6600341152403724
25d,train__c15__user18__3-3-1,same_action_other_trial,0.6592148127057376
25d,train__c15__user18__3-3-1,different_action,0.6428535076460016
25d,train__c15__user18__3-3-1,time_shuffle,0.6597685852152625
25d,train__c15__user18__3-3-1,left_right_swap,0.6202094355278854
25d,train__c15__user18__3-3-2,positive_same_trial,0.5903214727666638
25d,train__c15__user18__3-3-2,same_action_other_trial,0.5562705793748512
25d,train__c15__user18__3-3-2,different_action,0.5578433418293683
25d,train__c15__user18__3-3-2,time_shuffle,0.5902693880454135
25d,train__c15__user18__3-3-2,left_right_swap,0.563892133080273
25d,train__c15__user18__3-3-3,positive_same_trial,0.6869587088292308
25d,train__c15__user18__3-3-3,same_action_other_trial,0.6255192277578474
25d,train__c15__user18__3-3-3,different_action,0.6471681306277219
25d,train__c15__user18__3-3-3,time_shuffle,0.6874695288322924
25d,train__c15__user18__3-3-3,left_right_swap,0.638944080948173
25d,train__c16__user18__2-1-1,positive_same_trial,0.7177033841547823
25d,train__c16__user18__2-1-1,same_action_other_trial,0.7135006096043447
25d,train__c16__user18__2-1-1,different_action,0.6761825239223297
25d,train__c16__user18__2-1-1,time_shuffle,0.716715636736468
25d,train__c16__user18__2-1-1,left_right_swap,0.6674512038157404
25d,train__c16__user18__2-1-2,positive_same_trial,0.796071474913688
25d,train__c16__user18__2-1-2,same_action_other_trial,0.7985974122374268
25d,train__c16__user18__2-1-2,different_action,0.6930977111949927
25d,train__c16__user18__2-1-2,time_shuffle,0.7938189801980149
25d,train__c16__user18__2-1-2,left_right_swap,0.7610132148471075
25d,train__c16__user18__2-1-3,positive_same_trial,0.7670014537230557
25d,train__c16__user18__2-1-3,same_action_other_trial,0.7499488571927425
25d,train__c16__user18__2-1-3,different_action,0.7147356690695429
25d,train__c16__user18__2-1-3,time_shuffle,0.7654053128057693
25d,train__c16__user18__2-1-3,left_right_swap,0.7374020007731722
25d,train__c17__user18__5-1-1,positive_same_trial,0.7025431482951358
25d,train__c17__user18__5-1-1,same_action_other_trial,0.7094534512195584
25d,train__c17__user18__5-1-1,different_action,0.7491958398153721
25d,train__c17__user18__5-1-1,time_shuffle,0.7016362830822392
25d,train__c17__user18__5-1-1,left_right_swap,0.6352991613961128
25d,train__c17__user18__5-1-2,positive_same_trial,0.7089181396006289
25d,train__c17__user18__5-1-2,same_action_other_trial,0.7066742205870579
25d,train__c17__user18__5-1-2,different_action,0.681837927572678
25d,train__c17__user18__5-1-2,time_shuffle,0.7094535020884039
25d,train__c17__user18__5-1-2,left_right_swap,0.6445266365201748
25d,train__c17__user18__5-1-3,positive_same_trial,0.6863402927807535
25d,train__c17__user18__5-1-3,same_action_other_trial,0.6814901468713566
25d,train__c17__user18__5-1-3,different_action,0.7202812320256679
25d,train__c17__user18__5-1-3,time_shuffle,0.6859159200357724
25d,train__c17__user18__5-1-3,left_right_swap,0.6253559204484755
25d,train__c18__user18__4-1-1,positive_same_trial,0.8573375885142183
25d,train__c18__user18__4-1-1,same_action_other_trial,0.7626490242661557
25d,train__c18__user18__4-1-1,different_action,0.7546491264884004
25d,train__c18__user18__4-1-1,time_shuffle,0.8420038538865993
25d,train__c18__user18__4-1-1,left_right_swap,0.8138944901037636
25d,train__c18__user18__4-1-3,positive_same_trial,0.8610970681703046
25d,train__c18__user18__4-1-3,same_action_other_trial,0.771357221983657
25d,train__c18__user18__4-1-3,different_action,0.802093927563097
25d,train__c18__user18__4-1-3,time_shuffle,0.8590818838023108
25d,train__c18__user18__4-1-3,left_right_swap,0.8283867408654327
25d,train__c18__user18__6-2-1,positive_same_trial,0.7071517347419297
25d,train__c18__user18__6-2-1,same_action_other_trial,0.7121199019616568
25d,train__c18__user18__6-2-1,different_action,0.6863514292995794
25d,train__c18__user18__6-2-1,time_shuffle,0.7072316966752132
25d,train__c18__user18__6-2-1,left_right_swap,0.6378196099005895
25d,train__c18__user18__6-2-3,positive_same_trial,0.7404524296521556
25d,train__c18__user18__6-2-3,same_action_other_trial,0.7543561778559258
25d,train__c18__user18__6-2-3,different_action,0.6781398784298398
25d,train__c18__user18__6-2-3,time_shuffle,0.7405689753650224
25d,train__c18__user18__6-2-3,left_right_swap,0.6671008878069666
25d,train__c19__user18__1-2-1,positive_same_trial,0.7527976424392311
25d,train__c19__user18__1-2-1,same_action_other_trial,0.7397486872269706
25d,train__c19__user18__1-2-1,different_action,0.7378452478489747
25d,train__c19__user18__1-2-1,time_shuffle,0.7522310202653154
25d,train__c19__user18__1-2-1,left_right_swap,0.660290063130892
25d,train__c19__user18__1-2-2,positive_same_trial,0.5374488437707879
25d,train__c19__user18__1-2-2,same_action_other_trial,0.5246915388695088
25d,train__c19__user18__1-2-2,different_action,0.4913510277353521
25d,train__c19__user18__1-2-2,time_shuffle,0.5339587454081347
25d,train__c19__user18__1-2-2,left_right_swap,0.5121806690783546
25d,train__c19__user18__1-2-3,positive_same_trial,0.5862542515726787
25d,train__c19__user18__1-2-3,same_action_other_trial,0.589653818477557
25d,train__c19__user18__1-2-3,different_action,0.5581621983160463
25d,train__c19__user18__1-2-3,time_shuffle,0.5837033637688143
25d,train__c19__user18__1-2-3,left_right_swap,0.5557585157020041
25d,train__c19__user18__2-1-1,positive_same_trial,0.8089304981765143
25d,train__c19__user18__2-1-1,same_action_other_trial,0.7230762454109407
25d,train__c19__user18__2-1-1,different_action,0.766190559124481
25d,train__c19__user18__2-1-1,time_shuffle,0.808002443745266
25d,train__c19__user18__2-1-1,left_right_swap,0.7074882110158635
25d,train__c19__user18__2-1-2,positive_same_trial,0.780761505430399
25d,train__c19__user18__2-1-2,same_action_other_trial,0.7641844896947932
25d,train__c19__user18__2-1-2,different_action,0.6919201355899596
25d,train__c19__user18__2-1-2,time_shuffle,0.7801495472704066
25d,train__c19__user18__2-1-2,left_right_swap,0.7048314454063386
25d,train__c19__user18__2-1-3,positive_same_trial,0.8071557098172335
25d,train__c19__user18__2-1-3,same_action_other_trial,0.7741096443707516
25d,train__c19__user18__2-1-3,different_action,0.7007424041413249
25d,train__c19__user18__2-1-3,time_shuffle,0.807695890983633
25d,train__c19__user18__2-1-3,left_right_swap,0.7157189786860864
25d,train__c20__user18__2-1-1,positive_same_trial,0.8528521352684105
25d,train__c20__user18__2-1-1,same_action_other_trial,0.8223471932688655
25d,train__c20__user18__2-1-1,different_action,0.7952644378908489
25d,train__c20__user18__2-1-1,time_shuffle,0.8491685913933924
25d,train__c20__user18__2-1-1,left_right_swap,0.7885363045543425
25d,train__c20__user18__2-1-2,positive_same_trial,0.7519896995811542
25d,train__c20__user18__2-1-2,same_action_other_trial,0.7212578009039818
25d,train__c20__user18__2-1-2,different_action,0.6672399367875628
25d,train__c20__user18__2-1-2,time_shuffle,0.751999772479529
25d,train__c20__user18__2-1-2,left_right_swap,0.6796918531788821
25d,train__c20__user18__2-1-3,positive_same_trial,0.7737490503456435
25d,train__c20__user18__2-1-3,same_action_other_trial,0.7412946452746102
25d,train__c20__user18__2-1-3,different_action,0.742732829905541
25d,train__c20__user18__2-1-3,time_shuffle,0.774553047517474
25d,train__c20__user18__2-1-3,left_right_swap,0.7198451119830852
25d,train__c20__user18__5-1-1,positive_same_trial,0.7430315484271177
25d,train__c20__user18__5-1-1,same_action_other_trial,0.7346887001879678
25d,train__c20__user18__5-1-1,different_action,0.7240437280321849
25d,train__c20__user18__5-1-1,time_shuffle,0.7400150916241081
25d,train__c20__user18__5-1-1,left_right_swap,0.7050357325200336
25d,train__c20__user18__5-1-2,positive_same_trial,0.8269238435472945
25d,train__c20__user18__5-1-2,same_action_other_trial,0.831752828558624
25d,train__c20__user18__5-1-2,different_action,0.742604788053724
25d,train__c20__user18__5-1-2,time_shuffle,0.8263909876329092
25d,train__c20__user18__5-1-2,left_right_swap,0.7443852044365981
25d,train__c20__user18__5-1-3,positive_same_trial,0.7963255405101675
25d,train__c20__user18__5-1-3,same_action_other_trial,0.8031006680790304
25d,train__c20__user18__5-1-3,different_action,0.7773223007207379
25d,train__c20__user18__5-1-3,time_shuffle,0.7955103973465127
25d,train__c20__user18__5-1-3,left_right_swap,0.7298383515841987
25d,train__c20__user18__6-2-1,positive_same_trial,0.7091018223159286
25d,train__c20__user18__6-2-1,same_action_other_trial,0.7010999350726653
25d,train__c20__user18__6-2-1,different_action,0.6667407504331324
25d,train__c20__user18__6-2-1,time_shuffle,0.7091185189210272
25d,train__c20__user18__6-2-1,left_right_swap,0.671242466100535
25d,train__c20__user18__6-2-3,positive_same_trial,0.7267249427005097
25d,train__c20__user18__6-2-3,same_action_other_trial,0.7017479701080073
25d,train__c20__user18__6-2-3,different_action,0.7203635755110557
25d,train__c20__user18__6-2-3,time_shuffle,0.7260669860846395
25d,train__c20__user18__6-2-3,left_right_swap,0.6589505308235707
25d,train__c21__user18__1-2-1,positive_same_trial,0.6975036311127903
25d,train__c21__user18__1-2-1,same_action_other_trial,0.7071198490513224
25d,train__c21__user18__1-2-1,different_action,0.6558203048021455
25d,train__c21__user18__1-2-1,time_shuffle,0.6995738146133459
25d,train__c21__user18__1-2-1,left_right_swap,0.6377794054383779
25d,train__c21__user18__1-2-2,positive_same_trial,0.7150015368177344
25d,train__c21__user18__1-2-2,same_action_other_trial,0.621121149447152
25d,train__c21__user18__1-2-2,different_action,0.6241145265017006
25d,train__c21__user18__1-2-2,time_shuffle,0.7148664975698455
25d,train__c21__user18__1-2-2,left_right_swap,0.6548348073329662
25d,train__c21__user18__1-2-3,positive_same_trial,0.6361640325772924
25d,train__c21__user18__1-2-3,same_action_other_trial,0.650068813084641
25d,train__c21__user18__1-2-3,different_action,0.6112989853518825
25d,train__c21__user18__1-2-3,time_shuffle,0.6363032568849027
25d,train__c21__user18__1-2-3,left_right_swap,0.6036252513255921
25d,train__c21__user18__4-1-1,positive_same_trial,0.8937159423492144
25d,train__c21__user18__4-1-1,same_action_other_trial,0.7845674321878134
25d,train__c21__user18__4-1-1,different_action,0.8757272470050099
25d,train__c21__user18__4-1-1,time_shuffle,0.8944207296725759
25d,train__c21__user18__4-1-1,left_right_swap,0.8610002719862092
25d,train__c21__user18__4-1-2,positive_same_trial,0.8630153226822762
25d,train__c21__user18__4-1-2,same_action_other_trial,0.8656123694280753
25d,train__c21__user18__4-1-2,different_action,0.8079306993893198
25d,train__c21__user18__4-1-2,time_shuffle,0.8625790366325065
25d,train__c21__user18__4-1-2,left_right_swap,0.8037858599291431
25d,train__c21__user18__4-1-3,positive_same_trial,0.8705711184499374
25d,train__c21__user18__4-1-3,same_action_other_trial,0.7363658703034375
25d,train__c21__user18__4-1-3,different_action,0.7577525104117192
25d,train__c21__user18__4-1-3,time_shuffle,0.8692699072693865
25d,train__c21__user18__4-1-3,left_right_swap,0.8123550847337943
25d,train__c22__user18__1-2-1,positive_same_trial,0.6348343100997762
25d,train__c22__user18__1-2-1,same_action_other_trial,0.5671240944972962
25d,train__c22__user18__1-2-1,different_action,0.5926304801770679
25d,train__c22__user18__1-2-1,time_shuffle,0.6354276751018055
25d,train__c22__user18__1-2-1,left_right_swap,0.5919813536562577
25d,train__c22__user18__1-2-2,positive_same_trial,0.6816252793452234
25d,train__c22__user18__1-2-2,same_action_other_trial,0.6521406581656288
25d,train__c22__user18__1-2-2,different_action,0.6678045527938155
25d,train__c22__user18__1-2-2,time_shuffle,0.6742349265312068
25d,train__c22__user18__1-2-2,left_right_swap,0.620537791747962
25d,train__c22__user18__1-2-3,positive_same_trial,0.6877577870616
25d,train__c22__user18__1-2-3,same_action_other_trial,0.6692543800521891
25d,train__c22__user18__1-2-3,different_action,0.6407351217008161
25d,train__c22__user18__1-2-3,time_shuffle,0.6713034878936013
25d,train__c22__user18__1-2-3,left_right_swap,0.6405495242232208
25d,train__c22__user18__4-1-1,positive_same_trial,0.8902017902070232
25d,train__c22__user18__4-1-1,same_action_other_trial,0.795053287913269
25d,train__c22__user18__4-1-1,different_action,0.8370524120527247
25d,train__c22__user18__4-1-1,time_shuffle,0.8902693234109363
25d,train__c22__user18__4-1-1,left_right_swap,0.8550704261649799
25d,train__c22__user18__4-1-2,positive_same_trial,0.8690201484999448
25d,train__c22__user18__4-1-2,same_action_other_trial,0.752675729644043
25d,train__c22__user18__4-1-2,different_action,0.8266428011637905
25d,train__c22__user18__4-1-2,time_shuffle,0.8687009992960869
25d,train__c22__user18__4-1-2,left_right_swap,0.8122890016732104
25d,train__c22__user18__4-1-3,positive_same_trial,0.8693778014437858
25d,train__c22__user18__4-1-3,same_action_other_trial,0.7350671204286717
25d,train__c22__user18__4-1-3,different_action,0.810545327597948
25d,train__c22__user18__4-1-3,time_shuffle,0.8699385389520276
25d,train__c22__user18__4-1-3,left_right_swap,0.8153227544820769
25d,train__c23__user18__1-2-1,positive_same_trial,0.6468784706111399
25d,train__c23__user18__1-2-1,same_action_other_trial,0.6383158503780295
25d,train__c23__user18__1-2-1,different_action,0.6058450284283866
25d,train__c23__user18__1-2-1,time_shuffle,0.626505513916553
25d,train__c23__user18__1-2-1,left_right_swap,0.5979620086877403
25d,train__c23__user18__1-2-2,positive_same_trial,0.6153801921375279
25d,train__c23__user18__1-2-2,same_action_other_trial,0.6090877754457158
25d,train__c23__user18__1-2-2,different_action,0.5827814513068649
25d,train__c23__user18__1-2-2,time_shuffle,0.6001026384740097
25d,train__c23__user18__1-2-2,left_right_swap,0.5663315519772291
25d,train__c23__user18__1-2-3,positive_same_trial,0.6488182609025124
25d,train__c23__user18__1-2-3,same_action_other_trial,0.6367581520346589
25d,train__c23__user18__1-2-3,different_action,0.6090087909055525
25d,train__c23__user18__1-2-3,time_shuffle,0.6333170224248796
25d,train__c23__user18__1-2-3,left_right_swap,0.606656083216063
25d,train__c27__user18__1-2-1,positive_same_trial,0.5566075471122375
25d,train__c27__user18__1-2-1,same_action_other_trial,0.5369600212928188
25d,train__c27__user18__1-2-1,different_action,0.5152731052256939
25d,train__c27__user18__1-2-1,time_shuffle,0.5466151388575202
25d,train__c27__user18__1-2-1,left_right_swap,0.5155972294767808
25d,train__c27__user18__1-2-2,positive_same_trial,0.5647197235906547
25d,train__c27__user18__1-2-2,same_action_other_trial,0.5560141464273605
25d,train__c27__user18__1-2-2,different_action,0.5310940750034651
25d,train__c27__user18__1-2-2,time_shuffle,0.5610973207213623
25d,train__c27__user18__1-2-2,left_right_swap,0.5025399450805665
25d,train__c27__user18__1-2-3,positive_same_trial,0.7010927563645549
25d,train__c27__user18__1-2-3,same_action_other_trial,0.6725911055643158
25d,train__c27__user18__1-2-3,different_action,0.6624060587803869
25d,train__c27__user18__1-2-3,time_shuffle,0.670026979783095
25d,train__c27__user18__1-2-3,left_right_swap,0.6208713023758275
25d,train__c28__user18__5-1-1,positive_same_trial,0.7313289496450524
25d,train__c28__user18__5-1-1,same_action_other_trial,0.7281319880870601
25d,train__c28__user18__5-1-1,different_action,0.6525300329458217
25d,train__c28__user18__5-1-1,time_shuffle,0.7226343824679673
25d,train__c28__user18__5-1-1,left_right_swap,0.6846960357380247
25d,train__c28__user18__5-1-2,positive_same_trial,0.6746854175110665
25d,train__c28__user18__5-1-2,same_action_other_trial,0.6750799833930339
25d,train__c28__user18__5-1-2,different_action,0.623707192880087
25d,train__c28__user18__5-1-2,time_shuffle,0.6743259066842462
25d,train__c28__user18__5-1-2,left_right_swap,0.6394799152101578
25d,train__c28__user18__5-1-3,positive_same_trial,0.6879777828555668
25d,train__c28__user18__5-1-3,same_action_other_trial,0.682617878945935
25d,train__c28__user18__5-1-3,different_action,0.6413636171447196
25d,train__c28__user18__5-1-3,time_shuffle,0.6793931736975809
25d,train__c28__user18__5-1-3,left_right_swap,0.6441781761317464
25d,train__c29__user18__6-1-1,positive_same_trial,0.6438901846115495
25d,train__c29__user18__6-1-1,same_action_other_trial,0.6365522028859675
25d,train__c29__user18__6-1-1,different_action,0.6310943442383312
25d,train__c29__user18__6-1-1,time_shuffle,0.6399322481056083
25d,train__c29__user18__6-1-1,left_right_swap,0.6211104039626925
25d,train__c29__user18__6-1-2,positive_same_trial,0.7051650824671366
25d,train__c29__user18__6-1-2,same_action_other_trial,0.6948058443109935
25d,train__c29__user18__6-1-2,different_action,0.6543228704933016
25d,train__c29__user18__6-1-2,time_shuffle,0.6953240065595011
25d,train__c29__user18__6-1-2,left_right_swap,0.6756003090122253
25d,train__c29__user18__6-1-3,positive_same_trial,0.7101294427617578
25d,train__c29__user18__6-1-3,same_action_other_trial,0.7066998041772984
25d,train__c29__user18__6-1-3,different_action,0.6929744187928271
25d,train__c29__user18__6-1-3,time_shuffle,0.7058735346983452
25d,train__c29__user18__6-1-3,left_right_swap,0.6694800203577457
25d,train__c30__user18__6-2-1,positive_same_trial,0.6753238777012461
25d,train__c30__user18__6-2-1,same_action_other_trial,0.6756512932315916
25d,train__c30__user18__6-2-1,different_action,0.6170611500410994
25d,train__c30__user18__6-2-1,time_shuffle,0.6617846378056464
25d,train__c30__user18__6-2-1,left_right_swap,0.6073019901331759
25d,train__c30__user18__6-2-2,positive_same_trial,0.7095185534617595
25d,train__c30__user18__6-2-2,same_action_other_trial,0.7061665129391471
25d,train__c30__user18__6-2-2,different_action,0.6930612915017345
25d,train__c30__user18__6-2-2,time_shuffle,0.6971418121919651
25d,train__c30__user18__6-2-2,left_right_swap,0.6359970536820141
25d,train__c30__user18__6-2-3,positive_same_trial,0.7392633033966913
25d,train__c30__user18__6-2-3,same_action_other_trial,0.7223898039140397
25d,train__c30__user18__6-2-3,different_action,0.687131737193807
25d,train__c30__user18__6-2-3,time_shuffle,0.7211713689003061
25d,train__c30__user18__6-2-3,left_right_swap,0.6490213067548308
25d,train__c31__user18__5-1-1,positive_same_trial,0.7391244015347853
25d,train__c31__user18__5-1-1,same_action_other_trial,0.7189786594690505
25d,train__c31__user18__5-1-1,different_action,0.6548367649277831
25d,train__c31__user18__5-1-1,time_shuffle,0.7283743662695283
25d,train__c31__user18__5-1-1,left_right_swap,0.6902988077173332
25d,train__c31__user18__5-1-2,positive_same_trial,0.7686776690343516
25d,train__c31__user18__5-1-2,same_action_other_trial,0.7499732081268745
25d,train__c31__user18__5-1-2,different_action,0.714970647025487
25d,train__c31__user18__5-1-2,time_shuffle,0.7626884615667248
25d,train__c31__user18__5-1-2,left_right_swap,0.7175169010307142
25d,train__c31__user18__5-1-3,positive_same_trial,0.7209207442114967
25d,train__c31__user18__5-1-3,same_action_other_trial,0.717807810756993
25d,train__c31__user18__5-1-3,different_action,0.6911793493655952
25d,train__c31__user18__5-1-3,time_shuffle,0.713549562609986
25d,train__c31__user18__5-1-3,left_right_swap,0.6885002751493351
25d,train__c31__user18__6-1-1,positive_same_trial,0.6167109756692716
25d,train__c31__user18__6-1-1,same_action_other_trial,0.6119848667344889
25d,train__c31__user18__6-1-1,different_action,0.578956472317757
25d,train__c31__user18__6-1-1,time_shuffle,0.6158835117412337
25d,train__c31__user18__6-1-1,left_right_swap,0.5933898116649045
25d,train__c31__user18__6-1-2,positive_same_trial,0.6611825981236357
25d,train__c31__user18__6-1-2,same_action_other_trial,0.6698976851640613
25d,train__c31__user18__6-1-2,different_action,0.6337797535361733
25d,train__c31__user18__6-1-2,time_shuffle,0.6589787807452689
25d,train__c31__user18__6-1-2,left_right_swap,0.6265776124432137
25d,train__c31__user18__6-1-3,positive_same_trial,0.6488335481873769
25d,train__c31__user18__6-1-3,same_action_other_trial,0.6475779037673823
25d,train__c31__user18__6-1-3,different_action,0.6113926522969132
25d,train__c31__user18__6-1-3,time_shuffle,0.6408038339398084
25d,train__c31__user18__6-1-3,left_right_swap,0.5961970190665131
25d,train__c31__user18__6-2-1,positive_same_trial,0.7949126972796261
25d,train__c31__user18__6-2-1,same_action_other_trial,0.7792411978889279
25d,train__c31__user18__6-2-1,different_action,0.7432083230627387
25d,train__c31__user18__6-2-1,time_shuffle,0.7873437945034881
25d,train__c31__user18__6-2-1,left_right_swap,0.7509529011709274
25d,train__c31__user18__6-2-2,positive_same_trial,0.7760820295341503
25d,train__c31__user18__6-2-2,same_action_other_trial,0.7643884121735746
25d,train__c31__user18__6-2-2,different_action,0.7249869163611512
25d,train__c31__user18__6-2-2,time_shuffle,0.7638649096431365
25d,train__c31__user18__6-2-2,left_right_swap,0.713060720915904
25d,train__c31__user18__6-2-3,positive_same_trial,0.7463464034868887
25d,train__c31__user18__6-2-3,same_action_other_trial,0.7398018491773906
25d,train__c31__user18__6-2-3,different_action,0.7108256794285635
25d,train__c31__user18__6-2-3,time_shuffle,0.7405669254356729
25d,train__c31__user18__6-2-3,left_right_swap,0.6905929430744105
25d,train__c32__user18__6-2-3,positive_same_trial,0.782661348065313
25d,train__c32__user18__6-2-3,different_action,0.7355194316743218
25d,train__c32__user18__6-2-3,time_shuffle,0.7750729285286393
25d,train__c32__user18__6-2-3,left_right_swap,0.7260962983039728
25d,train__c34__user18__5-1-3,positive_same_trial,0.7266396489967305
25d,train__c34__user18__5-1-3,different_action,0.7081439170375289
25d,train__c34__user18__5-1-3,time_shuffle,0.7208426995547391
25d,train__c34__user18__5-1-3,left_right_swap,0.6660866177524432
25d,train__c35__user18__5-1-1,positive_same_trial,0.7295834364101422
25d,train__c35__user18__5-1-1,same_action_other_trial,0.7297534074126834
25d,train__c35__user18__5-1-1,different_action,0.6704092109493974
25d,train__c35__user18__5-1-1,time_shuffle,0.7262510416316206
25d,train__c35__user18__5-1-1,left_right_swap,0.6753832960960782
25d,train__c35__user18__5-1-2,positive_same_trial,0.7611248482556168
25d,train__c35__user18__5-1-2,same_action_other_trial,0.7641295073582035
25d,train__c35__user18__5-1-2,different_action,0.6741116539119554
25d,train__c35__user18__5-1-2,time_shuffle,0.7596899696793166
25d,train__c35__user18__5-1-2,left_right_swap,0.69439701558081
25d,train__c35__user18__5-1-3,positive_same_trial,0.8007032252043149
25d,train__c35__user18__5-1-3,same_action_other_trial,0.7935096637605145
25d,train__c35__user18__5-1-3,different_action,0.716859906884957
25d,train__c35__user18__5-1-3,time_shuffle,0.7983283603035459
25d,train__c35__user18__5-1-3,left_right_swap,0.7190521609880294
25d,train__c36__user18__1-2-1,positive_same_trial,0.8509823411819334
25d,train__c36__user18__1-2-1,same_action_other_trial,0.836152450934152
25d,train__c36__user18__1-2-1,different_action,0.7743227481676879
25d,train__c36__user18__1-2-1,time_shuffle,0.8323261124341126
25d,train__c36__user18__1-2-1,left_right_swap,0.7964949895493704
25d,train__c36__user18__1-2-2,positive_same_trial,0.8436518371075665
25d,train__c36__user18__1-2-2,same_action_other_trial,0.8388348793315584
25d,train__c36__user18__1-2-2,different_action,0.7271291992945266
