mode,sample_id,class_id,action_name,user_id,trial_id,frames,best_shift_frames,coverage,rmse,pck,angle_correlation,velocity_correlation,matching_score,rank,gallery_size,retrieval_top1,retrieval_top5,reciprocal_rank
25d,train__c35__user18__5-1-3,35,Do_lunges,user18,5-1-3,9,0,1.0,0.3985627813415492,0.5648148148148148,0.7307529701690001,0.20677383836244348,0.6742314830422315,1.0,155.0,1.0,1.0,1.0
2d,train__c36__user18__1-2-1,36,Walk,user18,1-2-1,26,0,0.8910256410256411,0.10899001712097918,0.9532374100719424,0.6958973939929648,0.4644798237000005,0.8928088658189292,1.0,155.0,1.0,1.0,1.0
25d,train__c36__user18__1-2-1,36,Walk,user18,1-2-1,26,0,0.7948717948717948,0.3237890177367989,0.6088709677419355,0.3553959336128535,0.29191904871316765,0.6467997337600169,1.0,155.0,1.0,1.0,1.0
2d,train__c36__user18__1-2-2,36,Walk,user18,1-2-2,16,-1,0.8777777777777778,0.12230288984975951,0.9430379746835443,0.658311869317081,0.3675891645338721,0.8748490381254757,1.0,155.0,1.0,1.0,1.0
25d,train__c36__user18__1-2-2,36,Walk,user18,1-2-2,16,0,0.7708333333333334,0.3524785367942957,0.6081081081081081,0.2879515883133133,0.5243179889818778,0.6546618007977649,4.0,155.0,0.0,1.0,0.25
2d,train__c36__user18__1-2-3,36,Walk,user18,1-2-3,28,0,0.8720238095238095,0.10907069347797546,0.9419795221843004,0.6977403340607632,0.5345141841202649,0.8901537153688425,1.0,155.0,1.0,1.0,1.0
25d,train__c36__user18__1-2-3,36,Walk,user18,1-2-3,28,0,0.7708333333333334,0.48129711723758456,0.5945945945945946,0.41907624393236786,0.25594129328318327,0.640213581749836,2.0,155.0,0.0,1.0,0.5
2d,train__c36__user18__2-2-1,36,Walk,user18,2-2-1,25,-1,0.5763888888888888,0.11244472951619226,0.927710843373494,0.8273362313050711,0.23628986075798258,0.8433352154316665,1.0,155.0,1.0,1.0,1.0
25d,train__c36__user18__2-2-1,36,Walk,user18,2-2-1,25,-2,0.39492753623188404,0.18187205699250328,0.7431192660550459,0.6470852015518657,0.030955286642928893,0.6902385166068699,1.0,155.0,1.0,1.0,1.0
2d,train__c36__user18__2-2-2,36,Walk,user18,2-2-2,21,0,0.6111111111111112,0.25750130149609146,0.8311688311688312,0.5984768137461522,0.6545306838829082,0.8021914509198017,1.0,155.0,1.0,1.0,1.0
25d,train__c36__user18__2-2-2,36,Walk,user18,2-2-2,21,0,0.46825396825396826,0.25398200351213257,0.6440677966101694,0.4820062848901652,0.6926363896796358,0.6762110426759793,2.0,155.0,0.0,1.0,0.5
2d,train__c36__user18__2-2-3,36,Walk,user18,2-2-3,15,0,0.49444444444444446,0.12978475958826938,0.9438202247191011,0.591711376571786,0.568075253894428,0.8453223497392107,1.0,155.0,1.0,1.0,1.0
25d,train__c36__user18__2-2-3,36,Walk,user18,2-2-3,15,0,0.4222222222222222,0.42687916329570086,0.6973684210526315,0.7258056132753801,0.06227817546469874,0.6780262782885601,1.0,155.0,1.0,1.0,1.0
2d,train__c36__user18__3-3-1,36,Walk,user18,3-3-1,25,-1,0.8923611111111112,0.11450212940306465,0.9494163424124513,0.6755839358314316,0.43429551948160183,0.8865456569822228,1.0,155.0,1.0,1.0,1.0
25d,train__c36__user18__3-3-1,36,Walk,user18,3-3-1,25,-2,0.7934782608695652,0.38033584062422304,0.6073059360730594,0.25315299050014356,0.3075607831809579,0.6367484487157254,1.0,155.0,1.0,1.0,1.0
2d,train__c36__user18__3-3-2,36,Walk,user18,3-3-2,18,0,0.9074074074074074,0.11102091278756747,0.9285714285714286,0.691444264514015,0.5031940481462054,0.8833390065173935,1.0,155.0,1.0,1.0,1.0
25d,train__c36__user18__3-3-2,36,Walk,user18,3-3-2,18,0,0.8333333333333334,0.42213060418540277,0.6222222222222222,0.3442707294648223,0.25438859879071224,0.6540617734113413,1.0,155.0,1.0,1.0,1.0
2d,train__c36__user18__3-3-3,36,Walk,user18,3-3-3,25,0,0.87,0.12555312603055632,0.9118773946360154,0.5236136306546982,0.5677780928792074,0.858477287081219,1.0,155.0,1.0,1.0,1.0
25d,train__c36__user18__3-3-3,36,Walk,user18,3-3-3,25,0,0.7866666666666666,0.32116810081064967,0.6016949152542372,0.6267385982652836,0.39152621845205826,0.6766371962669299,1.0,155.0,1.0,1.0,1.0
2d,train__c36__user18__4-2-1,36,Walk,user18,4-2-1,24,0,0.625,0.12650551752563313,0.8777777777777778,0.7173860753587961,0.4690484858079754,0.8271950217492556,1.0,155.0,1.0,1.0,1.0
25d,train__c36__user18__4-2-1,36,Walk,user18,4-2-1,24,-1,0.5036231884057971,0.2248791045158727,0.6402877697841727,0.3600682974238856,0.2901626713396911,0.6352896223147401,1.0,155.0,1.0,1.0,1.0
2d,train__c36__user18__4-2-2,36,Walk,user18,4-2-2,20,0,0.6333333333333333,0.16374646521358857,0.7828947368421053,0.8712366013735616,0.4977111495126925,0.7933774349472994,1.0,155.0,1.0,1.0,1.0
25d,train__c36__user18__4-2-2,36,Walk,user18,4-2-2,20,0,0.5666666666666667,0.6579109771911112,0.5147058823529411,0.7395123486905215,0.23206235245004017,0.6061108132635895,1.0,155.0,1.0,1.0,1.0
2d,train__c36__user18__4-2-3,36,Walk,user18,4-2-3,24,-1,0.6195652173913043,0.13639271128533587,0.8771929824561403,0.8634031164075691,0.1323091531353021,0.8156761602159122,1.0,155.0,1.0,1.0,1.0
25d,train__c36__user18__4-2-3,36,Walk,user18,4-2-3,24,-1,0.5,0.24273763304399532,0.6231884057971014,0.463537566944298,-0.061406367825547495,0.6095019022959196,1.0,155.0,1.0,1.0,1.0
2d,train__c36__user18__6-2-1,36,Walk,user18,6-2-1,22,0,0.8863636363636364,0.12669576731507345,0.9145299145299145,0.5443416005330665,0.37024918030817106,0.8488306652042361,1.0,155.0,1.0,1.0,1.0
25d,train__c36__user18__6-2-1,36,Walk,user18,6-2-1,22,0,0.8825757575757576,0.27168284043811575,0.6223175965665236,0.13823998420469602,0.22121555089547137,0.6359474186067937,3.0,155.0,0.0,1.0,0.3333333333333333
2d,train__c36__user18__6-2-2,36,Walk,user18,6-2-2,15,0,0.9055555555555556,0.15004425437969204,0.8588957055214724,0.40625262784343136,0.2518239186114857,0.7974602502725701,1.0,155.0,1.0,1.0,1.0
25d,train__c36__user18__6-2-2,36,Walk,user18,6-2-2,15,0,0.8888888888888888,0.33410682893409077,0.59375,0.08973101423141464,0.2549657326643621,0.6185469202618575,1.0,155.0,1.0,1.0,1.0
2d,train__c36__user18__6-2-3,36,Walk,user18,6-2-3,16,0,0.9010416666666666,0.1424857598953711,0.8786127167630058,0.7522276219471825,0.288998733749869,0.8452388281122784,2.0,155.0,0.0,1.0,0.5
25d,train__c36__user18__6-2-3,36,Walk,user18,6-2-3,16,-1,0.9,0.3260507134937091,0.5617283950617284,0.30970561277802644,0.30878718996606613,0.6280802178092083,1.0,155.0,1.0,1.0,1.0
2d,train__c37__user18__7-2-1,37,Take_medicine,user18,7-2-1,9,0,0.8888888888888888,0.19021094033961838,0.71875,0.9549395054639548,0.18772600469257672,0.7687747897872276,1.0,155.0,1.0,1.0,1.0
25d,train__c37__user18__7-2-1,37,Take_medicine,user18,7-2-1,9,0,0.8888888888888888,0.3919300513989746,0.34375,0.7877251613396482,0.40901662736241995,0.5624001520750352,5.0,155.0,0.0,1.0,0.2
2d,train__c38__user18__7-1-1,38,Massage_oneself,user18,7-1-1,35,1,0.6666666666666666,0.16568725801720935,0.8786764705882353,-0.522466181005252,0.20440042992722618,0.6880221396342129,2.0,155.0,0.0,1.0,0.5
25d,train__c38__user18__7-1-1,38,Massage_oneself,user18,7-1-1,35,0,0.6666666666666666,0.2547438487165231,0.6107142857142858,0.04734601932659148,0.08519388486476548,0.5886836671070405,1.0,155.0,1.0,1.0,1.0
2d,train__c38__user18__7-1-2,38,Massage_oneself,user18,7-1-2,25,0,0.6566666666666666,0.12328677175958942,0.8781725888324873,0.2632127913997136,0.07999976762495468,0.7559828522363776,1.0,155.0,1.0,1.0,1.0
25d,train__c38__user18__7-1-2,38,Massage_oneself,user18,7-1-2,25,2,0.6557971014492754,0.27824173922244405,0.4143646408839779,0.5572341312650467,-0.17614766512752544,0.5109926008730556,1.0,155.0,1.0,1.0,1.0
2d,train__c38__user18__7-1-3,38,Massage_oneself,user18,7-1-3,24,0,0.6666666666666666,0.23203761803537018,0.71875,0.10211830421559046,0.03961061900868762,0.6501617935138773,3.0,155.0,0.0,1.0,0.3333333333333333
25d,train__c38__user18__7-1-3,38,Massage_oneself,user18,7-1-3,24,2,0.6666666666666666,0.5604121830772572,0.3806818181818182,0.22864871736428632,0.15637251536727612,0.485634477055641,6.0,155.0,0.0,0.0,0.16666666666666666
2d,train__c39__user18__7-1-1,39,Take_body_temperature,user18,7-1-1,43,0,0.6918604651162791,0.13766238287755433,0.896358543417367,0.554689713667031,0.39233473000346997,0.8220773215081432,1.0,155.0,1.0,1.0,1.0
25d,train__c39__user18__7-1-1,39,Take_body_temperature,user18,7-1-1,43,-1,0.6924603174603174,0.40769548698895547,0.498567335243553,0.7053687141411948,0.20990241025407752,0.6047376183131612,1.0,155.0,1.0,1.0,1.0
2d,train__c39__user18__7-1-2,39,Take_body_temperature,user18,7-1-2,23,-1,0.6628787878787878,0.13753238215125888,0.8742857142857143,0.8983723649602963,0.35884529875718385,0.8388956555478402,1.0,155.0,1.0,1.0,1.0
25d,train__c39__user18__7-1-2,39,Take_body_temperature,user18,7-1-2,23,2,0.6706349206349206,0.38345583771195496,0.6390532544378699,0.8101251074732873,0.23580275591521094,0.69224049944529,1.0,155.0,1.0,1.0,1.0
2d,train__c39__user18__7-1-3,39,Take_body_temperature,user18,7-1-3,16,0,0.65625,0.10878458725746647,0.9761904761904762,0.909974363210037,0.11290766965820893,0.8769952734501314,1.0,155.0,1.0,1.0,1.0
25d,train__c39__user18__7-1-3,39,Take_body_temperature,user18,7-1-3,16,2,0.6547619047619048,0.381727405428049,0.5272727272727272,0.3664711308073959,0.00010931375623431105,0.5671315020886476,1.0,155.0,1.0,1.0,1.0
2d,train__c01__user19__1-1-1,1,Brush_teeth,user19,1-1-1,18,-2,0.8333333333333334,0.15595833436441547,0.8,0.9931644506256847,0.2674016952808135,0.817704905541963,1.0,171.0,1.0,1.0,1.0
25d,train__c01__user19__1-1-1,1,Brush_teeth,user19,1-1-1,18,1,0.8333333333333334,0.31143581513115604,0.49411764705882355,0.9498735129960237,0.01972810307007376,0.6265649982455442,2.0,171.0,0.0,1.0,0.5
2d,train__c01__user19__1-1-3,1,Brush_teeth,user19,1-1-3,14,-2,0.6666666666666666,0.16198475784381336,0.9583333333333334,0.7048038328452817,0.34799911399190697,0.8653303168339213,1.0,171.0,1.0,1.0,1.0
25d,train__c01__user19__1-1-3,1,Brush_teeth,user19,1-1-3,14,-2,0.6666666666666666,0.30468781045513166,0.6145833333333334,0.8138933968600847,0.30251463021420527,0.6837654369520739,1.0,171.0,1.0,1.0,1.0
2d,train__c02__user19__1-1-1,2,Comb_hair,user19,1-1-1,11,0,0.7727272727272727,0.283264801557133,0.6274509803921569,0.8665227643658573,0.16193736580619666,0.696168345360464,3.0,171.0,0.0,1.0,0.3333333333333333
25d,train__c02__user19__1-1-1,2,Comb_hair,user19,1-1-1,11,0,0.7727272727272727,0.5651130454824861,0.3333333333333333,0.7936453291522502,0.10662025126540318,0.5229671123661909,28.0,171.0,0.0,0.0,0.03571428571428571
2d,train__c02__user19__1-1-2,2,Comb_hair,user19,1-1-2,10,0,0.7916666666666666,0.2683043390657539,0.5894736842105263,0.8229948422576566,0.3293211325012036,0.6853757621458121,1.0,171.0,1.0,1.0,1.0
25d,train__c02__user19__1-1-2,2,Comb_hair,user19,1-1-2,10,-2,0.6979166666666666,0.5419681452678353,0.3283582089552239,0.7154797509422314,0.12805468546111726,0.5065407580958468,27.0,171.0,0.0,0.0,0.037037037037037035
2d,train__c02__user19__1-1-3,2,Comb_hair,user19,1-1-3,13,2,0.8333333333333334,0.4416678808321572,0.5363636363636364,0.6473176779558372,0.013830895421644113,0.6191024182855405,15.0,171.0,0.0,0.0,0.06666666666666667
25d,train__c02__user19__1-1-3,2,Comb_hair,user19,1-1-3,13,-2,0.8333333333333334,0.5021744399228215,0.22727272727272727,0.6458290877406978,0.4698566958455218,0.4831554942958173,21.0,171.0,0.0,0.0,0.047619047619047616
2d,train__c03__user19__3-1-1,3,Take_off_clothes,user19,3-1-1,49,-1,0.9947916666666666,0.26123205144587974,0.6003490401396161,0.21209463532906678,0.24256989545872024,0.6440733444357662,1.0,171.0,1.0,1.0,1.0
25d,train__c03__user19__3-1-1,3,Take_off_clothes,user19,3-1-1,49,1,0.9947916666666666,0.3103730935412606,0.47469458987783597,0.1877206460148147,0.2504004230068704,0.5731132874264733,1.0,171.0,1.0,1.0,1.0
2d,train__c03__user19__3-1-2,3,Take_off_clothes,user19,3-1-2,35,0,1.0,0.22293729000210463,0.6547619047619048,0.2935003671443503,0.30088817856989963,0.6870356977262251,1.0,171.0,1.0,1.0,1.0
25d,train__c03__user19__3-1-2,3,Take_off_clothes,user19,3-1-2,35,0,1.0,0.33114049932110035,0.430952380952381,0.17552877462926128,0.10405780167310441,0.5373810221122185,1.0,171.0,1.0,1.0,1.0
2d,train__c03__user19__3-1-3,3,Take_off_clothes,user19,3-1-3,20,0,0.9833333333333333,0.2561490295155284,0.5635593220338984,0.8140342737492311,0.279480726807386,0.6856554423374546,1.0,171.0,1.0,1.0,1.0
25d,train__c03__user19__3-1-3,3,Take_off_clothes,user19,3-1-3,20,0,0.9333333333333333,0.3193262662037364,0.4330357142857143,0.7449344461515265,0.19695552004089376,0.5957680848086959,1.0,171.0,1.0,1.0,1.0
2d,train__c04__user19__1-1-1,4,Wipe_hands,user19,1-1-1,21,0,0.7222222222222222,0.12569984610778662,0.9230769230769231,0.9722772975418363,0.35892097136335455,0.8790613325209652,3.0,171.0,0.0,1.0,0.3333333333333333
25d,train__c04__user19__1-1-1,4,Wipe_hands,user19,1-1-1,21,1,0.7166666666666667,0.2520948129957252,0.686046511627907,0.8793609344274202,0.15961396335383704,0.7238993887562954,5.0,171.0,0.0,1.0,0.2
2d,train__c04__user19__1-1-2,4,Wipe_hands,user19,1-1-2,18,0,0.7870370370370371,0.17984212485164877,0.8352941176470589,0.9884457872954742,0.1257641285851878,0.8213923567830226,5.0,171.0,0.0,1.0,0.2
25d,train__c04__user19__1-1-2,4,Wipe_hands,user19,1-1-2,18,-1,0.7843137254901961,0.294220474503871,0.5625,0.9546594589922947,0.16668920664292636,0.6707740089464687,10.0,171.0,0.0,0.0,0.1
2d,train__c04__user19__1-1-3,4,Wipe_hands,user19,1-1-3,20,0,0.7583333333333333,0.14039690421589646,0.8791208791208791,0.9876949236860109,0.3077228927325593,0.8561985261733599,4.0,171.0,0.0,1.0,0.25
25d,train__c04__user19__1-1-3,4,Wipe_hands,user19,1-1-3,20,0,0.7583333333333333,0.2427697538744993,0.5824175824175825,0.9502822917393506,0.27456099039550924,0.686783307116602,6.0,171.0,0.0,0.0,0.16666666666666666
2d,train__c04__user19__5-2-1,4,Wipe_hands,user19,5-2-1,35,0,0.8428571428571429,0.13378539708981307,0.847457627118644,0.9834177007458628,0.3794823115459642,0.8521903526415021,1.0,171.0,1.0,1.0,1.0
25d,train__c04__user19__5-2-1,4,Wipe_hands,user19,5-2-1,35,0,0.8428571428571429,0.18599246511210304,0.7175141242937854,0.8193155307579126,0.17046677342408242,0.7486350437298938,1.0,171.0,1.0,1.0,1.0
2d,train__c04__user19__5-2-2,4,Wipe_hands,user19,5-2-2,30,2,0.9375,0.13754532051208793,0.8317460317460318,0.9476550061113145,0.2604308451669493,0.8405081314589702,1.0,171.0,1.0,1.0,1.0
25d,train__c04__user19__5-2-2,4,Wipe_hands,user19,5-2-2,30,-1,0.9367816091954023,0.2526366229502365,0.5920245398773006,0.3020025811741079,0.20734438121048573,0.6400427445602528,2.0,171.0,0.0,1.0,0.5
2d,train__c04__user19__5-2-3,4,Wipe_hands,user19,5-2-3,23,0,0.8478260869565217,0.12678384857994499,0.8205128205128205,0.9492473867593575,0.5542813772108787,0.8475605019444552,2.0,171.0,0.0,1.0,0.5
25d,train__c04__user19__5-2-3,4,Wipe_hands,user19,5-2-3,23,-2,0.8452380952380952,0.263533218463299,0.6995305164319249,0.4376480650714325,0.03981079907123336,0.691016209998854,3.0,171.0,0.0,1.0,0.3333333333333333
2d,train__c05__user19__1-1-1,5,Put_on_clothes,user19,1-1-1,117,0,0.7421652421652422,0.25522268386473085,0.7207293666026872,0.7170942445751447,0.14282223215957596,0.7280387677174849,1.0,171.0,1.0,1.0,1.0
25d,train__c05__user19__1-1-1,5,Put_on_clothes,user19,1-1-1,117,0,0.7407407407407407,0.3331722562841999,0.4701923076923077,0.5991918357275265,0.08237106385281003,0.5737768566665566,1.0,171.0,1.0,1.0,1.0
2d,train__c05__user19__1-1-2,5,Put_on_clothes,user19,1-1-2,88,0,0.7320075757575758,0.2918789457917875,0.6778783958602846,0.6674552240496927,0.16336413891059803,0.7000317081221783,1.0,171.0,1.0,1.0,1.0
25d,train__c05__user19__1-1-2,5,Put_on_clothes,user19,1-1-2,88,0,0.7291666666666666,0.41897314631390437,0.34935064935064936,0.5374920167046765,0.018351978936319242,0.49518512390021546,1.0,171.0,1.0,1.0,1.0
2d,train__c05__user19__1-1-3,5,Put_on_clothes,user19,1-1-3,59,0,0.7570621468926554,0.23235093603124565,0.7033582089552238,0.881019786520267,0.19332413635916673,0.7401545184936029,1.0,171.0,1.0,1.0,1.0
25d,train__c05__user19__1-1-3,5,Put_on_clothes,user19,1-1-3,59,0,0.7288135593220338,0.45703907697945056,0.3624031007751938,0.6807223848312569,0.07202195075158366,0.5206769461480545,1.0,171.0,1.0,1.0,1.0
