mode,sample_id,class_id,action_name,user_id,trial_id,frames,best_shift_frames,coverage,rmse,pck,angle_correlation,velocity_correlation,matching_score,rank,gallery_size,retrieval_top1,retrieval_top5,reciprocal_rank
2d,train__c07__user1__1-2-2,7,Eat_food,user1,1-2-2,55,-1,0.8225308641975309,0.11315826916087933,0.8780487804878049,0.9964403051035119,0.6484520816342915,0.888457852320969,1.0,143.0,1.0,1.0,1.0
25d,train__c07__user1__1-2-2,7,Eat_food,user1,1-2-2,55,0,0.8196969696969697,0.2030775281515161,0.6414048059149723,0.989966918776799,0.5293550920077335,0.7484406640011916,2.0,143.0,0.0,1.0,0.5
2d,train__c07__user1__3-1-1,7,Eat_food,user1,3-1-1,37,-1,0.7731481481481481,0.08710632367648923,0.9431137724550899,0.9979522080650208,0.21662823037207515,0.8870697277495221,2.0,143.0,0.0,1.0,0.5
25d,train__c07__user1__3-1-1,7,Eat_food,user1,3-1-1,37,-1,0.7731481481481481,0.1590203413688225,0.7275449101796407,0.9956329272677049,0.21073852115894792,0.7678331972273088,3.0,143.0,0.0,1.0,0.3333333333333333
2d,train__c07__user1__3-1-2,7,Eat_food,user1,3-1-2,29,0,0.8275862068965517,0.09520712483456178,0.9166666666666666,0.999224375202423,0.2720972637385599,0.8822550196569561,1.0,143.0,1.0,1.0,1.0
25d,train__c07__user1__3-1-2,7,Eat_food,user1,3-1-2,29,0,0.8275862068965517,0.18239865489621082,0.6458333333333334,0.9941041306189091,0.24156057766454708,0.7304944104097206,2.0,143.0,0.0,1.0,0.5
2d,train__c07__user1__3-1-3,7,Eat_food,user1,3-1-3,15,0,0.8277777777777777,0.09658517310443676,0.9798657718120806,0.9974878133042206,0.5599441227582255,0.9384485428117111,1.0,143.0,1.0,1.0,1.0
25d,train__c07__user1__3-1-3,7,Eat_food,user1,3-1-3,15,1,0.8273809523809523,0.4244055054476007,0.3237410071942446,0.9962671597597381,0.4865484513694927,0.5719134990236155,1.0,143.0,1.0,1.0,1.0
2d,train__c07__user1__4-1-1,7,Eat_food,user1,4-1-1,92,0,0.7373188405797102,0.2447569101803792,0.7358722358722358,-0.5315506659091217,0.2469541203292553,0.6188281062214828,19.0,143.0,0.0,0.0,0.05263157894736842
25d,train__c07__user1__4-1-1,7,Eat_food,user1,4-1-1,92,2,0.7148148148148148,0.39658820661963096,0.35621761658031087,-0.27518168658721576,0.2258146860935706,0.4318191033989487,13.0,143.0,0.0,0.0,0.07692307692307693
2d,train__c07__user1__4-1-2,7,Eat_food,user1,4-1-2,84,-1,0.7831325301204819,0.24548241604275794,0.6256410256410256,-0.5156301328116597,0.11844970616753957,0.5547365317960118,9.0,143.0,0.0,0.0,0.1111111111111111
