mode,trials,frames,coverage,rmse,pck,angle_correlation,velocity_correlation,matching_score,retrieval_top1,retrieval_top5,reciprocal_rank
25d,2152,30.79368029739777,0.8036799421650909,0.49033766205643875,0.43547523787087494,0.5071319285121038,0.2279026432805647,0.558471050908666,0.41678657074340525,0.6896882494004796,0.5450554669840884
2d,2152,30.79368029739777,0.828840184310585,0.19588409285034306,0.753676394845175,0.6512077323984891,0.30470739141674125,0.7568127734653743,0.5932923948984412,0.8318375059045819,0.6993783607873807
