support_bucket,classes,samples,e1_macro_f1,e2_macro_f1,e2_minus_e1_macro_f1
support_le_15,2,21,0.0,0.0,0.0
support_16_31,8,215,0.25617836300679736,0.2812106635467621,0.02503230053996476
support_32_63,19,891,0.31497067839287674,0.32824327928212166,0.013272600889244915
support_ge_64,11,1214,0.4173056318578667,0.4053880539638197,-0.011917577894046981
