model,samples,accuracy,macro_f1_40class,weighted_f1
C1-seed-20260812,2341,0.4092268261426741,0.300834981534819,0.38308524439571284
C1-seed-20260912,2341,0.4070909867577958,0.30668543751613936,0.38756326897624366
C1-seed-20261012,2341,0.39940196497223407,0.28086926935859924,0.3690115889315535
