checkpoint_name,epoch,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,val_loss,top3_accuracy,top5_accuracy,predicted_class_count,never_predicted_count,zero_recall_count,zero_f1_count,correct_confidence_mean,wrong_confidence_mean,expected_calibration_error,validation_seconds,gpu_peak_allocated_mb,gpu_peak_reserved_mb
best_accuracy,9,0.45084745762711864,0.3706193377131794,0.348213648366875,0.3298022207134509,0.4203764896677186,2.3062812659700036,0.6440677966101694,0.7203389830508474,37,3,8,8,0.7937439680099487,0.5035791397094727,0.18355176075030183,81.47762960000182,932.3701171875,1418.0
best_macro_f1,8,0.4440677966101695,0.3706179404538954,0.3610328945987161,0.3393422099842394,0.4273646651210759,2.205297355328576,0.6423728813559322,0.7338983050847457,37,3,5,5,0.7705385684967041,0.4842177629470825,0.1672957818892043,61.50734210000155,932.3701171875,1418.0
