system,checkpoint_epoch,train_accuracy,val_accuracy,accuracy_gap,train_macro_f1,val_macro_f1,macro_f1_gap,val_loss,val_weighted_f1,top3_accuracy,top5_accuracy,predicted_class_count,zero_f1_class_count,zero_recall_class_count,high_confidence_error_count,high_confidence_error_rate,train_user_probe_accuracy,val_user_probe_accuracy,action_probe_val_accuracy,action_probe_val_macro_f1
B2,25,0.9762931034482759,0.46271186440677964,0.5135812390414962,0.9757345365864586,0.3928269078425568,0.5829076287439018,3.4090930220673754,0.4630450773896711,0.688135593220339,0.7847457627118644,39,2,2,207,0.35084745762711866,0.2926724137931035,0.6203389830508474,0.45084745762711864,0.3810724986457492
CrossUserSupCon,18,0.9349137931034482,0.423728813559322,0.5111849795441262,0.8933378097473078,0.3419875406324647,0.5513502691148431,3.1899002740623437,0.41793766567048846,0.6372881355932203,0.7305084745762712,39,3,3,165,0.2796610169491525,0.30129310344827587,0.5525423728813559,0.40508474576271186,0.3330611781015122
