sample_id,action_name,mobilenet_attention_entropy,resnet18_attention_entropy,mobilenet_depth_gate_mean,resnet18_depth_gate_mean,mobilenet_embedding_norm,resnet18_embedding_norm,mobilenet_residual_abs_mean,resnet18_residual_abs_mean
train__c38__user23__2-2-2,Massage_oneself,4.5652003e-05,1.3251288,0.4961141,0.49918517,22.852364,7.71136,3.4146729,0.45231628
train__c38__user23__2-2-3,Massage_oneself,0.008161107,1.2485858,0.49575806,0.4992157,18.83818,7.5268526,2.4584503,0.45501328
train__c38__user23__7-1-1,Massage_oneself,0.030144889,0.5375899,0.48826498,0.49926555,25.355904,11.887612,3.7488174,0.9410858
train__c38__user23__7-1-2,Massage_oneself,1.4157386,0.74178934,0.4856242,0.49919638,33.631943,14.196741,5.169861,1.2113419
train__c38__user23__7-1-3,Massage_oneself,1.2767497,0.5318046,0.48614603,0.49920452,32.301624,14.163596,4.9562454,1.2077942
train__c38__user24__4-3-1,Massage_oneself,0.7030072,0.12566465,0.4881907,0.49926758,21.63613,20.142168,3.1188507,1.8479004
train__c38__user24__4-3-2,Massage_oneself,0.16897258,0.67936426,0.48954365,0.49926758,22.163952,19.84664,3.1987762,1.816452
train__c38__user24__4-3-3,Massage_oneself,1.2400262,1.5723581,0.4870992,0.49926758,23.92721,20.467543,3.4582214,1.8804779
train__c38__user24__7-1-1,Massage_oneself,0.14686443,1.3103675,0.49282023,0.49920043,21.057217,8.200557,2.6449814,0.48005247
train__c38__user24__7-1-2,Massage_oneself,1.3432928e-09,0.6886746,0.49383953,0.4992208,24.15465,7.552457,3.4729614,0.45098877
train__c38__user24__7-1-3,Massage_oneself,1.753923e-09,0.78474516,0.49397075,0.49921265,20.585136,7.581885,2.7094421,0.45305634
train__c39__user17__4-1-1,Take_body_temperature,0.46370885,0.08457025,0.48773602,0.4992808,18.374813,20.609833,2.2323456,1.8977203
train__c39__user17__4-1-2,Take_body_temperature,1.5699769,0.19848704,0.49096984,0.4992747,18.03417,20.231087,2.1446347,1.8621216
train__c39__user17__4-1-3,Take_body_temperature,0.54320234,0.050601732,0.49087116,0.49928486,16.155039,19.623821,1.7081451,1.8019714
train__c39__user17__7-1-1,Take_body_temperature,0.12159651,0.36708093,0.48986003,0.49927673,24.16816,19.725552,3.1547241,1.8045502
train__c39__user17__7-1-2,Take_body_temperature,0.01337768,0.81024754,0.4909678,0.49927267,25.02926,18.929438,3.4627533,1.7225952
train__c39__user17__7-1-3,Take_body_temperature,0.4159233,0.08943383,0.4918467,0.4992686,18.8189,18.500502,2.230484,1.6747437
train__c39__user23__7-2-1,Take_body_temperature,0.63339293,1.0650282,0.4943878,0.49915466,21.705519,8.0317335,2.704239,0.46914577
train__c39__user23__7-2-2,Take_body_temperature,0.09289559,0.60180056,0.49581605,0.49917194,20.10911,7.853557,2.40345,0.45664978
train__c39__user23__7-2-3,Take_body_temperature,1.1433554,0.47918478,0.49479267,0.49916178,22.517937,7.985052,2.9442444,0.46717453
train__c39__user24__5-2-1,Take_body_temperature,0.0003564761,0.81393045,0.49479166,0.4992269,25.719234,7.499982,3.4726257,0.46748352
train__c39__user24__5-2-2,Take_body_temperature,8.779334e-08,0.12081644,0.4950226,0.49923503,24.333412,7.5733385,3.3186035,0.48840714
train__c39__user24__5-2-3,Take_body_temperature,1.2986578e-09,0.0007211643,0.49524638,0.4992462,23.138716,7.7887683,3.0402222,0.5133827
train__c39__user24__7-1-1,Take_body_temperature,0.34740445,0.94217026,0.4928599,0.49916077,23.07299,8.537591,3.0585938,0.52134895
train__c39__user24__7-1-2,Take_body_temperature,0.0036673706,0.067128874,0.49491373,0.4992279,21.6828,7.6283846,2.6008043,0.4969921
train__c39__user24__7-1-3,Take_body_temperature,3.4612995e-09,0.45857385,0.4948395,0.4992218,23.399656,7.485057,3.1831312,0.47519493
