sample_id,action_name,mobilenet_attention_entropy,resnet18_attention_entropy,mobilenet_depth_gate_mean,resnet18_depth_gate_mean,mobilenet_embedding_norm,resnet18_embedding_norm,mobilenet_residual_abs_mean,resnet18_residual_abs_mean
train__c27__user4__3-2-2,Take_a_selfie,0.5766033,1.045408,0.49130553,0.49926758,13.469206,8.470341,1.510437,0.5231086
train__c27__user4__3-2-3,Take_a_selfie,0.041231424,0.00025542112,0.49288025,0.49927062,17.498503,7.5945325,1.7940521,0.45466614
train__c28__user17__3-1-1,Jog_in_place,4.108738e-06,0.09630369,0.48967388,0.49917907,24.560678,12.308772,3.3288212,0.99726486
train__c28__user17__3-1-2,Jog_in_place,1.3367515,0.015786827,0.48726195,0.49914348,25.832865,13.8519535,3.5963135,1.1724854
train__c28__user17__3-1-3,Jog_in_place,5.3853594e-08,0.4994282,0.49081218,0.4991923,19.592695,11.17284,2.6917992,0.8527546
train__c28__user23__3-2-2,Jog_in_place,0.00086090644,1.1384997,0.49203694,0.49921164,24.656218,9.851539,3.2753906,0.6942692
train__c28__user23__3-2-3,Jog_in_place,1.7675355e-05,0.11773439,0.49313965,0.49923298,21.734976,12.020595,2.7610416,0.9519491
train__c28__user24__3-2-1,Jog_in_place,0.024778765,1.2326369,0.49064636,0.49920553,22.81152,11.089204,3.140503,0.8456688
train__c28__user24__3-2-2,Jog_in_place,0.5908678,0.71165305,0.48779196,0.4991628,24.5264,15.274843,3.2850342,1.3271103
train__c28__user24__3-2-3,Jog_in_place,0.62357306,0.015211869,0.48631898,0.4991455,23.661848,14.775545,3.1925678,1.2730713
train__c28__user4__3-2-1,Jog_in_place,0.00027016047,0.19874863,0.48586833,0.49924722,21.055313,13.805535,2.8079767,1.1728058
train__c28__user4__3-2-2,Jog_in_place,0.00014674873,0.00084017793,0.4874054,0.49926758,20.082901,13.210876,2.5909271,1.1116142
train__c28__user4__3-2-3,Jog_in_place,7.080518e-09,0.08415073,0.48968506,0.49926758,22.032288,11.193482,3.0393677,0.86653996
train__c29__user17__4-1-1,Do_squats,1.806378,0.8259219,0.48961285,0.49928996,20.508932,20.671722,2.7063398,1.9017639
train__c29__user17__4-1-2,Do_squats,1.4875537,0.04257864,0.4925537,0.49928284,20.535246,19.371773,2.6547527,1.7714233
train__c29__user17__4-1-3,Do_squats,1.4396266,0.07641866,0.49233094,0.49928486,20.2773,19.393309,2.703514,1.7702942
train__c29__user23__1-2-1,Do_squats,0.8279248,1.6163694e-05,0.49072877,0.4992991,16.032236,19.45917,1.8889008,1.7808685
train__c29__user23__1-2-2,Do_squats,0.6946465,0.37371802,0.4913513,0.49929708,16.086054,19.486015,1.8758264,1.7800903
train__c29__user23__1-2-3,Do_squats,0.15809324,0.36584282,0.49308777,0.4992564,17.697561,18.588373,2.0188675,1.6889954
train__c29__user23__6-1-1,Do_squats,9.7037045e-08,0.00079403823,0.49000958,0.49927774,17.687359,20.160524,2.127777,1.8635559
train__c29__user23__6-1-2,Do_squats,1.2986578e-09,0.006537725,0.49265543,0.49927267,15.271826,18.62094,1.7113647,1.6932373
train__c29__user23__6-1-3,Do_squats,1.4121177e-06,0.029666487,0.49058735,0.49928284,13.5622635,19.280422,1.4591675,1.7566376
train__c29__user23__6-3-1,Do_squats,0.2071563,0.69905674,0.4887319,0.4992991,17.269432,20.58971,2.2440717,1.8965454
train__c29__user23__6-3-2,Do_squats,0.9433294,0.0024947154,0.49155274,0.49926656,15.039376,19.810688,1.8693848,1.8194122
train__c29__user23__6-3-3,Do_squats,0.63027215,0.36749348,0.49137777,0.4992635,15.623969,19.822706,1.9221191,1.8124237
train__c29__user24__6-3-1,Do_squats,1.7085443,0.94425946,0.48903707,0.49926758,14.687707,20.607458,1.7858887,1.8967743
train__c29__user24__6-3-2,Do_squats,0.9738553,0.047503047,0.48938292,0.49926758,15.356984,20.563627,1.8404922,1.8947144
train__c29__user24__6-3-3,Do_squats,0.82669234,0.00992549,0.49011028,0.4992737,15.15003,20.245373,1.8855591,1.862503
train__c30__user17__2-2-1,Do_jumping_jacks,1.7903407e-07,0.10516016,0.4900767,0.49924722,18.64431,13.0484915,2.131195,1.0845757
train__c30__user17__2-2-2,Do_jumping_jacks,2.8478282e-05,0.09231398,0.48945618,0.4992513,16.89494,14.513353,1.9173927,1.2493057
train__c30__user17__2-2-3,Do_jumping_jacks,0.60583866,0.012531681,0.49322206,0.49926454,16.123127,8.654226,1.8340416,0.555954
train__c30__user4__3-2-1,Do_jumping_jacks,0.0062325243,0.35243466,0.49041545,0.4992737,18.427448,11.11939,2.3392925,0.8624134
train__c30__user4__3-2-2,Do_jumping_jacks,0.28976202,0.008189771,0.49390057,0.4992686,14.317217,7.912961,1.6923466,0.472044
train__c30__user4__3-2-3,Do_jumping_jacks,0.10574311,0.13000095,0.49065754,0.4992686,18.46765,11.079575,2.2804165,0.8439293
train__c31__user17__3-1-1,Do_stretching_exercises,0.08093852,1.1900069,0.49253643,0.49924928,17.584805,8.93217,1.9095154,0.57537746
train__c31__user17__3-1-2,Do_stretching_exercises,0.0057219,0.56956196,0.49179485,0.49925944,14.324236,9.879199,1.5325546,0.6937065
train__c31__user17__3-1-3,Do_stretching_exercises,0.055899996,0.6839583,0.4917165,0.49925742,18.335487,9.244261,1.8719482,0.6313782
train__c31__user17__4-1-1,Do_stretching_exercises,0.6271023,0.09671855,0.4923696,0.49926758,15.261745,19.44359,1.6463552,1.7753754
train__c31__user17__4-1-2,Do_stretching_exercises,1.0093486,0.13129573,0.491687,0.49926758,15.759292,20.081886,1.7773876,1.8495789
train__c31__user17__4-1-3,Do_stretching_exercises,0.020174846,6.3358175e-07,0.4929077,0.4992696,15.263667,19.001577,1.6107025,1.7337494
train__c31__user23__6-1-1,Do_stretching_exercises,1.0264574,1.2058039,0.4878357,0.49927166,19.810768,20.45201,2.739914,1.881546
train__c31__user23__6-1-2,Do_stretching_exercises,0.64695096,1.2501857,0.48823446,0.4992696,18.722166,20.306843,2.470646,1.8706512
train__c31__user23__6-1-3,Do_stretching_exercises,0.5036836,0.033854965,0.4899709,0.4992696,23.736652,19.911415,3.3623352,1.8357086
train__c31__user23__7-3-1,Do_stretching_exercises,5.692699e-05,0.9007405,0.49124348,0.4992808,21.711199,13.5656595,2.6544342,1.137989
train__c31__user23__7-3-2,Do_stretching_exercises,7.58914e-05,0.054658726,0.49105835,0.4992737,17.678919,13.649406,1.9389267,1.1576347
train__c31__user23__7-3-3,Do_stretching_exercises,3.1657084e-05,0.35883373,0.49158937,0.49927673,19.116926,13.940619,2.162445,1.1800156
train__c31__user24__3-2-1,Do_stretching_exercises,0.13874699,0.40806717,0.48740742,0.4992391,18.390923,14.905983,2.1981754,1.291893
train__c31__user24__3-2-2,Do_stretching_exercises,0.051800013,0.56113446,0.49292094,0.49925843,18.097528,9.317769,2.190361,0.629694
train__c31__user24__3-2-3,Do_stretching_exercises,0.6228206,0.06062902,0.48993936,0.49924216,18.974184,12.658287,2.3822002,1.0474815
train__c31__user4__3-2-1,Do_stretching_exercises,1.4586761e-09,1.1674482,0.48682556,0.49927267,17.787947,14.557857,1.9406509,1.2451401
train__c31__user4__3-2-2,Do_stretching_exercises,1.2986578e-09,0.10216679,0.4938212,0.4992696,19.125954,8.120393,2.3469307,0.49143004
train__c31__user4__3-2-3,Do_stretching_exercises,0.21121685,0.115658,0.49010822,0.49926656,18.962465,11.719557,2.5018272,0.9228821
train__c32__user17__4-1-1,Stand_up,0.49195153,0.013972676,0.49417624,0.49927062,20.04106,17.300505,2.6836853,1.545578
train__c32__user17__4-1-2,Stand_up,0.40509906,0.31768674,0.4938548,0.49926758,19.895168,17.057844,2.635212,1.5173187
train__c32__user17__4-1-3,Stand_up,0.9642778,0.00050572166,0.49452618,0.4992696,19.065676,16.699717,2.4523115,1.4798584
train__c32__user23__7-1-1,Stand_up,1.0192695,0.0025823046,0.49215394,0.49923807,21.90682,9.326332,2.8356628,0.63569164
train__c32__user23__7-1-2,Stand_up,0.716972,0.6099387,0.49269408,0.4992452,20.456682,9.609384,2.3055267,0.6654577
train__c32__user23__7-1-3,Stand_up,1.0687648,0.0027016553,0.4941874,0.49926147,16.563654,7.6070056,1.8896332,0.45058823
train__c32__user23__7-3-1,Stand_up,0.08064512,0.46922573,0.49350992,0.4992503,19.09682,9.1690855,2.1799393,0.6160364
train__c32__user23__7-3-2,Stand_up,0.18668705,0.8070059,0.4938975,0.4992503,17.98676,8.8370495,1.991291,0.5688515
train__c32__user23__7-3-3,Stand_up,6.47913e-09,1.3109149e-09,0.49465027,0.4992564,16.635605,7.6922393,2.0427246,0.4615631
train__c32__user24__5-1-1,Stand_up,8.165215e-07,0.12109641,0.4943166,0.49926758,15.459724,9.357966,1.7245636,0.6331358
train__c32__user24__5-1-2,Stand_up,0.028867658,0.35631153,0.49418336,0.49926758,13.442309,9.354857,1.4409027,0.63652897
train__c32__user24__5-1-3,Stand_up,6.0878693e-07,0.0037799068,0.49394125,0.4992635,29.356388,9.363649,4.4873047,0.6410332
train__c32__user24__6-3-1,Stand_up,0.68791795,0.061572682,0.49368694,0.49926758,13.551767,17.843159,1.597992,1.6009979
train__c32__user24__6-3-2,Stand_up,0.6824264,0.7361338,0.49399108,0.49926656,13.979787,17.657162,1.6765747,1.5826263
train__c32__user24__6-3-3,Stand_up,0.78330505,0.024727697,0.494339,0.4992686,14.3267355,17.41875,1.6059265,1.559845
train__c32__user4__2-1-1,Stand_up,0.00041513226,1.3649402,0.4934367,0.49926758,16.322847,8.11582,1.8750381,0.54630566
train__c32__user4__2-1-2,Stand_up,1.0381006e-08,0.7583513,0.4941508,0.49926758,15.566418,8.761642,1.6496048,0.6368046
train__c32__user4__2-1-3,Stand_up,1.6259713e-05,0.0023210817,0.49433187,0.49926758,16.141459,9.084195,1.9386139,0.6809435
train__c32__user4__3-2-1,Stand_up,0.5954385,0.45959607,0.49308473,0.49926758,19.991602,7.3922906,2.4906616,0.45561218
train__c32__user4__3-2-2,Stand_up,0.79632443,0.040504538,0.49358216,0.49926758,22.449276,7.719589,2.9318237,0.49984503
train__c32__user4__3-2-3,Stand_up,0.08361855,0.37343797,0.49164835,0.49926758,23.23318,8.53712,3.2628174,0.54808044
train__c32__user4__7-2-1,Stand_up,4.793466e-07,0.4124367,0.49333903,0.49926758,19.432472,7.610869,2.5044174,0.4876156
train__c32__user4__7-2-2,Stand_up,0.12845147,8.877775e-05,0.49221393,0.49926758,23.654463,7.3470197,3.166916,0.44494247
train__c32__user4__7-2-3,Stand_up,0.2357542,0.39571947,0.4927887,0.49926758,19.236656,7.465148,2.220232,0.4607544
train__c33__user17__2-2-1,Lie_down,1.4760036,0.51073486,0.4927053,0.49926147,20.214043,9.745591,2.4820328,0.690258
train__c33__user17__2-2-2,Lie_down,0.034090426,0.8722231,0.4929118,0.49926248,19.565735,11.529764,2.3813324,0.9004748
train__c33__user17__2-2-3,Lie_down,0.056931186,0.27274966,0.4933787,0.49926454,21.223467,8.99926,2.4733353,0.5953407
train__c33__user24__2-2-1,Lie_down,1.1881464,0.47509056,0.4931132,0.49924216,23.939621,18.427162,3.3003845,1.6723175
train__c33__user24__2-2-2,Lie_down,0.8532469,0.09010076,0.49361065,0.49925435,23.930931,17.568108,3.2651062,1.5816498
train__c33__user24__2-2-3,Lie_down,0.6571165,0.5876288,0.49470112,0.49926248,22.918129,15.925728,3.1151428,1.4014816
train__c34__user17__1-2-1,Sit_down,0.2246115,0.003591324,0.49369302,0.49926758,13.522593,7.6468673,1.4208069,0.49451017
train__c34__user17__1-2-2,Sit_down,0.43208453,0.66291904,0.49390972,0.49925742,14.34145,7.615613,1.5468445,0.4939432
train__c34__user17__1-2-3,Sit_down,0.17679834,0.106379874,0.4941681,0.49925944,19.923964,8.076425,2.3344135,0.5380459
train__c34__user17__2-2-1,Sit_down,0.4715575,0.68190175,0.4938263,0.49926248,14.696284,7.7671013,1.5851288,0.5069158
train__c34__user17__2-2-2,Sit_down,0.1189692,0.0005270166,0.494163,0.49926454,14.5382595,7.7198844,1.42276,0.49813533
train__c34__user17__2-2-3,Sit_down,0.25055313,0.005252037,0.49394634,0.49926656,19.971117,7.606187,2.1281338,0.48464966
train__c34__user17__4-1-1,Sit_down,0.70188284,0.13854857,0.49412638,0.49927166,15.19264,17.581112,1.7395706,1.5753479
train__c34__user17__4-1-2,Sit_down,0.34223297,0.09991791,0.49477234,0.49926758,17.515614,16.423536,2.1649704,1.4500122
train__c34__user17__4-1-3,Sit_down,0.32802165,0.05126527,0.4945455,0.49926758,18.523563,16.477108,2.3669138,1.4555359
train__c34__user17__7-1-1,Sit_down,0.70779324,0.100163765,0.4944448,0.49927062,17.083271,16.151325,1.9206448,1.4256592
train__c34__user17__7-1-2,Sit_down,1.7218852e-06,0.743157,0.4944112,0.49926758,18.111536,14.890637,2.264389,1.2753067
train__c34__user17__7-1-3,Sit_down,0.12926291,0.0008273219,0.49440715,0.49926758,17.964674,15.11574,2.193222,1.304039
train__c34__user23__3-2-2,Sit_down,0.13170059,0.102293655,0.49362996,0.4992564,20.39096,7.4535766,2.506199,0.44375992
train__c34__user23__7-3-1,Sit_down,0.4251218,0.8045988,0.49250996,0.49923807,20.195797,10.48483,2.3421516,0.78541756
train__c34__user23__7-3-2,Sit_down,0.083912864,0.9224191,0.4926117,0.49922383,19.816036,10.918749,2.4645462,0.8612213
train__c34__user23__7-3-3,Sit_down,0.5106365,0.123404205,0.4926249,0.49923402,16.388756,9.527802,1.8284588,0.68068886
train__c34__user24__4-1-1,Sit_down,0.120009206,0.01112264,0.49313658,0.49926758,16.46794,18.166712,1.9428058,1.6366425
train__c34__user24__4-1-2,Sit_down,0.03438711,2.0131e-05,0.49370626,0.49926758,16.733406,17.66599,2.0241346,1.5905457
train__c34__user24__4-1-3,Sit_down,0.015555675,0.041704655,0.49427795,0.49926758,18.6526,17.141874,2.4480724,1.5335388
train__c34__user24__5-1-1,Sit_down,0.0652916,1.677819e-06,0.49343872,0.49926454,12.5684395,10.204816,1.4284668,0.7466221
train__c34__user24__5-1-2,Sit_down,0.47166282,0.32978427,0.4939219,0.49926454,17.31421,9.570468,1.9403839,0.65909576
train__c34__user24__5-1-3,Sit_down,0.00020472055,0.0027246347,0.4940084,0.4992635,13.441184,9.633422,1.5513268,0.67480946
train__c34__user24__5-3-1,Sit_down,0.3464007,0.46439883,0.49391684,0.49926555,17.582647,9.358223,2.04842,0.63279915
train__c34__user24__5-3-2,Sit_down,0.76462656,0.054941364,0.49343058,0.49926758,14.937361,10.567197,1.6867981,0.7837639
train__c34__user24__5-3-3,Sit_down,4.0812225e-09,0.112372085,0.49422303,0.49926147,16.15308,8.537533,2.0777016,0.52909017
train__c34__user24__7-2-1,Sit_down,0.6668645,0.23781124,0.49375612,0.49926248,16.349638,8.777006,1.8565292,0.5563698
train__c34__user24__7-2-2,Sit_down,0.6341845,0.34659526,0.4937917,0.49926454,14.905392,8.74094,1.6279831,0.55505943
train__c34__user24__7-2-3,Sit_down,0.6707665,2.7048496e-05,0.49417928,0.4992564,13.470492,7.9757214,1.4222116,0.4749012
train__c34__user4__7-2-1,Sit_down,0.73879695,0.4991475,0.49334207,0.49924418,15.102235,8.010238,1.515111,0.4799509
train__c34__user4__7-2-2,Sit_down,1.1237607,0.21714732,0.49309692,0.49924114,15.597658,8.184378,1.6588593,0.49234676
train__c34__user4__7-2-3,Sit_down,1.0602797,0.7417358,0.49294433,0.49923807,15.336534,8.028233,1.6043701,0.47814035
train__c35__user23__1-2-1,Do_lunges,0.37533355,0.98470485,0.48857015,0.4993337,16.528732,20.142683,1.9933472,1.8566437
train__c35__user23__1-2-2,Do_lunges,0.5806639,0.018094273,0.49458516,0.49927875,14.649666,15.777333,1.7200356,1.3798523
train__c35__user23__1-2-3,Do_lunges,0.30378014,0.026945796,0.49177247,0.49930522,22.100214,18.552597,2.9189148,1.6851959
train__c35__user23__5-3-2,Do_lunges,2.7022967,0.33307332,0.49441528,0.49926758,20.96937,13.018029,2.824417,1.075592
train__c35__user23__5-3-3,Do_lunges,0.6432427,0.04353846,0.4913503,0.49925843,16.448181,12.433052,1.96698,1.0063858
train__c36__user17__1-2-1,Walk,0.6875044,0.057780113,0.4914907,0.49923605,17.62421,10.933805,1.9313354,0.871109
train__c36__user17__1-2-2,Walk,0.00029346178,2.6885884e-05,0.49266356,0.49924824,18.78063,8.651482,1.8124447,0.58623123
train__c36__user17__1-2-3,Walk,0.19427946,0.026977554,0.49264222,0.4992462,18.344658,8.882649,1.9707031,0.62055206
train__c36__user17__3-2-1,Walk,0.69288844,0.013849935,0.4967051,0.49922994,17.775347,9.461979,1.9418488,0.83314896
train__c36__user17__3-2-2,Walk,0.00065378833,0.08120972,0.49670714,0.49924216,20.468052,9.937317,2.0498123,0.89105034
train__c36__user17__3-2-3,Walk,0.00031158206,0.26428768,0.49637043,0.49924824,16.45271,8.824049,1.9114685,0.692482
train__c36__user17__3-3-1,Walk,0.00958662,0.015062709,0.4946808,0.4992462,21.74913,7.355967,2.3392067,0.45567894
train__c36__user17__3-3-2,Walk,0.18666752,0.0016394297,0.49460652,0.4992452,20.194237,7.3308463,2.2176666,0.44857025
train__c36__user17__3-3-3,Walk,0.0067189676,0.67946196,0.4952006,0.49925944,15.480739,7.816016,1.7830124,0.51911736
train__c36__user17__4-1-1,Walk,5.027987e-05,1.0517031,0.493337,0.49927166,20.555864,19.087023,2.3681335,1.7429352
train__c36__user17__4-1-2,Walk,0.0061851935,0.0018436178,0.49279988,0.4992696,19.93031,19.288237,2.2053757,1.7644348
train__c36__user17__4-1-3,Walk,0.20824559,0.045021333,0.49392396,0.4992696,17.043774,18.073029,1.9625511,1.6381836
train__c36__user17__5-2-1,Walk,0.28596315,0.011981547,0.49644879,0.49922892,17.18311,8.316964,1.8785248,0.6175041
train__c36__user17__5-2-2,Walk,0.66136676,0.00399271,0.49669597,0.49924418,17.812326,9.632539,1.8725128,0.7959175
train__c36__user17__5-2-3,Walk,3.268728e-05,0.0037259648,0.4967102,0.49924317,15.524339,9.744015,1.7013092,0.81569326
train__c36__user17__6-1-1,Walk,0.016528316,0.03257486,0.49264324,0.49927267,19.674746,19.295925,2.258583,1.7667236
train__c36__user17__6-1-2,Walk,3.178212e-07,0.0006842836,0.49407044,0.49927062,17.080519,17.940496,1.8966961,1.6192169
train__c36__user17__6-1-3,Walk,4.926686e-08,0.16059984,0.49419352,0.49927166,18.900934,17.233603,2.1317291,1.5386505
train__c36__user23__2-2-1,Walk,0.0016338708,0.081214264,0.4964966,0.49923706,15.009034,7.6932015,1.7816505,0.5102917
train__c36__user23__2-2-2,Walk,0.006402544,0.04690018,0.49659118,0.49922994,15.547872,7.808561,1.6928558,0.522542
train__c36__user23__2-2-3,Walk,0.0029461784,0.3248027,0.4958242,0.49924418,18.218672,7.6696568,2.1340942,0.5042558
train__c36__user23__2-3-1,Walk,0.36043912,0.012105484,0.49741313,0.49921367,20.436472,8.522692,2.2758703,0.65767527
train__c36__user23__2-3-2,Walk,0.0923274,1.0207335,0.49773052,0.49923706,18.522081,9.845238,2.0340462,0.84482956
train__c36__user23__2-3-3,Walk,0.016657595,0.13567686,0.49669188,0.49924824,14.679628,10.085775,1.5692749,0.83666515
train__c36__user23__3-2-1,Walk,0.0011172052,4.163236e-05,0.49492186,0.49923807,16.333477,7.9518714,1.6871414,0.52588654
train__c36__user23__3-2-2,Walk,0.25645798,0.06361911,0.49520364,0.49925232,14.688694,7.413055,1.6165771,0.46972084
train__c36__user23__3-2-3,Walk,0.00034291085,0.012118833,0.49378866,0.4992401,18.994339,10.34982,2.1639557,0.7909603
train__c36__user23__4-2-1,Walk,4.0948014e-09,0.5086428,0.49614766,0.4992503,15.646604,8.333808,1.9017029,0.5862508
train__c36__user23__4-2-2,Walk,0.15844357,0.36781952,0.49564514,0.4992564,13.781435,8.100203,1.5688667,0.55054855
train__c36__user23__4-2-3,Walk,0.026356915,0.0056119943,0.4961314,0.49923298,16.298468,7.7518883,2.0185738,0.5142312
train__c36__user23__5-3-1,Walk,0.82338583,0.605922,0.49350485,0.49925843,19.369394,8.773146,2.2957,0.5683565
train__c36__user23__5-3-3,Walk,0.097031206,0.35235038,0.49451905,0.49924216,17.356377,7.50975,1.8842411,0.44851685
train__c36__user23__7-3-1,Walk,1.3128096e-06,2.0550503e-07,0.4940572,0.49923196,18.537783,8.113909,2.0811253,0.54281235
train__c36__user23__7-3-2,Walk,0.668838,0.003452316,0.49554953,0.49925333,13.351879,7.539189,1.4359436,0.50481415
train__c36__user23__7-3-3,Walk,0.044256322,0.0325608,0.49527892,0.49926147,13.568606,7.774289,1.451416,0.52305794
train__c36__user24__1-2-1,Walk,0.0005677358,0.04123906,0.49355367,0.49926046,21.138626,17.532124,2.7654877,1.56604
train__c36__user24__1-2-2,Walk,0.00017119794,0.8564685,0.4935862,0.49926656,19.1074,17.278996,2.399002,1.5399628
train__c36__user24__1-2-3,Walk,5.3242736e-08,0.6829177,0.49336752,0.49926758,20.361952,17.433989,2.5787735,1.5561371
train__c36__user24__3-2-1,Walk,0.016343288,0.7367087,0.49358216,0.49920145,15.898547,10.93631,1.7573776,0.8387928
train__c36__user24__3-2-2,Walk,0.011245753,0.16762948,0.4946238,0.49924317,16.080256,7.7368393,1.8313904,0.46027374
train__c36__user24__3-2-3,Walk,0.73098594,0.7607733,0.4941325,0.49923807,20.333664,7.629666,2.5991821,0.44953156
train__c36__user24__4-2-1,Walk,1.4651415e-07,0.004031954,0.49730328,0.4992279,19.564905,9.463057,2.005455,0.8284378
train__c36__user24__4-2-2,Walk,1.2986578e-09,0.0034981181,0.49606627,0.49923706,17.534103,11.032684,1.8773212,1.0239468
train__c36__user24__4-2-3,Walk,0.7425945,0.84746027,0.49622905,0.4992401,16.3248,12.701834,1.9698219,1.4165878
train__c36__user24__5-1-1,Walk,0.09354839,0.07743196,0.49375102,0.4992157,16.364727,13.008716,1.8397369,1.1223793
train__c36__user24__5-1-2,Walk,0.77932805,0.49215436,0.49349773,0.49922383,16.619314,12.178781,1.8694692,1.0135012
train__c36__user24__5-1-3,Walk,0.1370858,0.020486392,0.49394226,0.49923807,17.092546,10.688609,1.9738922,0.84054565
train__c36__user24__5-3-1,Walk,0.005435887,0.09509799,0.49368694,0.4992167,18.938005,10.025819,2.2035446,0.7395477
train__c36__user24__5-3-2,Walk,7.478944e-05,0.00020609351,0.4938507,0.49922484,19.235899,11.734437,2.0946808,0.9794121
train__c36__user24__5-3-3,Walk,7.789616e-05,0.7071917,0.49417928,0.4992401,17.84071,9.535794,2.0624619,0.7078972
train__c36__user24__6-2-1,Walk,0.009881393,0.5928655,0.49496663,0.4992167,19.514502,7.4689736,2.5785332,0.4641075
train__c36__user24__6-2-2,Walk,0.019260317,0.55740786,0.49543762,0.49924824,20.209583,8.426628,2.6244202,0.5977907
train__c36__user24__6-2-3,Walk,0.032639388,0.54864705,0.4953888,0.49924418,22.607857,7.959978,3.215271,0.5437603
train__c36__user24__7-2-1,Walk,0.06510675,0.87030846,0.49373475,0.49921772,19.898008,10.961376,2.3453293,0.8665924
train__c36__user24__7-2-2,Walk,0.32103378,0.0010484187,0.49438173,0.4992391,18.271978,8.517652,2.1672392,0.5878749
train__c36__user24__7-2-3,Walk,1.0393352e-05,0.9495193,0.49408874,0.49923196,18.400372,9.320921,2.1265717,0.67853546
train__c36__user4__1-2-1,Walk,0.7686248,0.6065244,0.4948171,0.49922282,15.366125,8.432045,1.7324142,0.62906265
train__c36__user4__1-2-2,Walk,0.4357918,0.46570048,0.49636537,0.49924216,12.344554,12.096195,1.2963104,1.3533936
train__c36__user4__1-2-3,Walk,0.31288442,0.022586817,0.4961497,0.49924824,17.20724,8.133264,1.5796318,0.63536596
train__c36__user4__2-2-1,Walk,0.14887108,0.0058168154,0.49862874,0.4992208,18.550915,7.4835973,1.7890167,0.5318947
train__c36__user4__2-2-2,Walk,0.03306982,1.0054228,0.49834695,0.4992208,12.612958,8.167596,1.3732147,0.5812912
train__c36__user4__2-2-3,Walk,1.0979594,1.0101224,0.49841005,0.49922994,12.873048,7.9710283,1.3399944,0.54661655
train__c36__user4__4-2-1,Walk,0.93754685,1.2331859,0.49869996,0.4992218,13.703533,8.089801,1.3655472,0.57193375
train__c36__user4__4-2-2,Walk,1.0702615,0.002545661,0.4981262,0.49923095,13.609132,7.4443507,1.3931389,0.5116043
train__c36__user4__4-2-3,Walk,0.44637984,0.5275402,0.4968913,0.4992503,13.67283,8.604448,1.4361877,0.6322088
train__c36__user4__5-2-1,Walk,0.4061546,0.6543199,0.49131367,0.4992401,18.343267,11.180632,2.188713,0.88536453
train__c36__user4__5-2-2,Walk,1.2986578e-09,0.014509501,0.4935913,0.49921367,19.930065,8.046477,2.2801132,0.5102539
train__c36__user4__5-2-3,Walk,0.0007853719,0.31505692,0.4945038,0.49924216,21.267426,7.4692674,2.9294891,0.4977274
train__c36__user4__7-1-1,Walk,0.004283075,0.00056981633,0.49750772,0.49923605,12.332575,8.047278,1.2843018,0.62777114
train__c36__user4__7-1-2,Walk,0.78986496,0.9482937,0.4985433,0.49922282,19.858555,7.938745,2.1053162,0.54612255
train__c36__user4__7-1-3,Walk,0.26889145,0.93640226,0.49680176,0.49924824,16.821045,9.545886,1.600914,0.7805996
train__c37__user17__4-1-1,Take_medicine,0.48416495,0.77576554,0.49080098,0.49927062,16.731806,19.490742,1.9952774,1.7774658
train__c37__user17__4-1-2,Take_medicine,1.3149273,1.1297208,0.49159852,0.49926758,14.531217,19.248457,1.529129,1.7532043
train__c37__user17__4-1-3,Take_medicine,1.1589234,0.075515375,0.49340412,0.49927062,18.91826,17.578753,2.4124546,1.5721741
train__c37__user23__7-1-1,Take_medicine,1.9458032,0.7614392,0.4872813,0.49922282,15.085708,14.695135,1.7886124,1.2603531
train__c37__user23__7-1-3,Take_medicine,1.0553526,1.3691437,0.49109498,0.4992208,16.829739,9.075362,2.0154247,0.59558773
train__c37__user23__7-2-1,Take_medicine,0.88540286,0.96350604,0.4940033,0.49918213,25.27809,7.8397937,3.2078247,0.45524216
train__c37__user23__7-2-2,Take_medicine,0.0047472487,0.8532945,0.49539694,0.499175,23.307373,7.723417,3.166275,0.45544815
train__c37__user23__7-2-3,Take_medicine,0.5461212,0.24256082,0.49497274,0.49923095,24.05191,7.660976,3.4320984,0.50187874
train__c37__user24__5-2-1,Take_medicine,0.84056365,1.0457134,0.4932261,0.49913025,26.789522,9.360611,3.3828049,0.62198067
train__c37__user24__5-2-2,Take_medicine,0.5439649,1.7438647,0.49380696,0.49916992,24.526865,8.565294,3.3274307,0.5198345
train__c37__user24__5-2-3,Take_medicine,0.045025162,0.8584454,0.49450684,0.4992208,23.376701,7.566326,3.0409317,0.45167542
train__c37__user24__7-1-1,Take_medicine,0.54105383,0.89512694,0.49407655,0.49920857,22.122166,7.7829113,2.7846375,0.4565277
train__c37__user24__7-1-2,Take_medicine,1.2986578e-09,0.850499,0.4948924,0.49923706,18.439327,7.5487103,2.3839722,0.4874096
train__c37__user24__7-1-3,Take_medicine,0.16635747,1.0266414,0.49459025,0.49921978,21.161942,7.516109,2.6218262,0.45923233
train__c37__user4__7-1-1,Take_medicine,0.14999685,0.7102834,0.49785054,0.49909565,25.304577,13.5043545,3.5748672,1.7741063
train__c37__user4__7-1-2,Take_medicine,0.742686,0.014363958,0.50065005,0.49910277,23.880587,15.923552,3.4758587,2.272766
train__c37__user4__7-1-3,Take_medicine,0.015156288,0.4047421,0.4985911,0.4990926,26.972078,15.794918,3.8156662,1.7390747
train__c38__user23__2-2-1,Massage_oneself,8.4159456e-07,1.289547,0.49644774,0.49920246,19.0729,7.53708,2.4187737,0.45627594
