model,accuracy,macro_f1,weighted_f1,target16_macro_f1,hand_head7_macro_f1,table7_macro_f1,screen2_macro_f1,control10_macro_f1,non_target_macro_f1,stable_easy_macro_f1,zero_f1_count,target16_zero_f1_count
base_epoch8,0.4440677966101695,0.3393422099842394,0.4273646651210759,0.18827014411879822,0.20954627574790066,0.18351840149258222,0.13043478260869565,0.41909542830569935,0.4400569205612002,0.7621693121693122,5,4
final_expert,0.46271186440677964,0.34979111222378423,0.4423245596359841,0.22563268365548678,0.21433494820591598,0.26568261443519664,0.125,0.40527577472170184,0.4325633979359825,0.758474730888524,6,5
