alpha,accuracy,macro_f1,weighted_f1,target16_macro_f1,gated_target_accuracy,gated_target_macro_f1,rescued,harmed,net_rescue,correct_count,gated_samples,gated_true_target_samples,gated_external_samples
0.0,0.46271186440677964,0.3928269078425568,0.4630450773896711,0.25781413167855205,0.3128491620111732,0.32123049016903316,0,0,0,273,222,179,43
0.25,0.46271186440677964,0.39279460810095473,0.4632171341245974,0.2577333823245469,0.3128491620111732,0.32123049016903316,0,0,0,273,222,179,43
0.5,0.46271186440677964,0.3923903248841715,0.4631008309362603,0.2567226742825889,0.3128491620111732,0.31934302578156876,0,0,0,273,222,179,43
0.75,0.46271186440677964,0.3923903248841715,0.4631008309362603,0.2567226742825889,0.3128491620111732,0.31934302578156876,0,0,0,273,222,179,43
1.0,0.46271186440677964,0.3919562377108214,0.4638898032654853,0.25563745634921353,0.3128491620111732,0.31696423148629027,1,1,0,273,222,179,43
