branch_experiment,train_samples,val_samples,batch_size,probe_gpu_peak_allocated_mb,probe_gpu_peak_reserved_mb,formal_gpu_peak_allocated_mb,formal_gpu_peak_reserved_mb,epochs_completed,best_epoch,accuracy,macro_f1,weighted_f1,validation_loss,hard_10_macro_f1,hard_10_zero_f1_classes,patch_1_mean_weight,patch_2_mean_weight,patch_3_mean_weight,patch_4_mean_weight,patch_5_mean_weight,patch_6_mean_weight,mean_attention_entropy,max_uniform_entropy,mean_frame_max_weight,patch_1_frame_argmax_rate,patch_2_frame_argmax_rate,patch_3_frame_argmax_rate,patch_4_frame_argmax_rate,patch_5_frame_argmax_rate,patch_6_frame_argmax_rate,mean_epoch_seconds,min_epoch_seconds,max_epoch_seconds,total_epoch_seconds,same_fold_baseline_available,accuracy_delta_vs_same_fold_baseline,macro_f1_delta_vs_same_fold_baseline
depth-six-patch,2341,590,4,2118.9638671875,2978.0,2260.5361328125,3436.0,21,15,0.22542372881355932,0.13505752017522887,0.19049446027166347,8.577982890403877,0.05492522555926336,6,0.10417617354919247,0.21857363539163038,0.1435956089464552,0.11563539767918855,0.18367178199125286,0.23434740259739695,0.9987634116682645,1.791759469228055,0.6222730636133649,0.08079096045197741,0.23728813559322035,0.12824858757062146,0.10889830508474575,0.19152542372881357,0.25324858757062146,140.51317609999873,127.38662930000282,157.38566539999738,2950.776698099973,False,,
