model,samples,accuracy,macro_f1_40class,weighted_f1
C1-TCN,2341,0.4092268261426741,0.300834981534819,0.38308524439571284
D1-v1-STGCN,2341,0.2357966680905596,0.1253943027935467,0.19232427462822776
